timestamp,icme_speed_mean,label
2011-05-28 01:00:00,471.0,1
2011-05-28 02:00:00,502.0,1
2011-05-28 03:00:00,492.0,1
2011-05-28 04:00:00,480.0,1
2011-05-28 05:00:00,482.0,1
2011-05-28 06:00:00,485.0,1
2011-05-28 07:00:00,483.0,1
2011-05-28 08:00:00,491.0,1
2011-05-28 09:00:00,508.0,1
2011-05-28 10:00:00,512.0,1
2011-05-28 11:00:00,505.0,1
2011-05-28 12:00:00,499.0,1
2011-05-28 13:00:00,500.0,1
2011-05-28 14:00:00,521.0,1
2011-05-28 15:00:00,525.0,1
2011-05-28 16:00:00,519.0,1
2011-05-28 17:00:00,522.0,1
2011-05-28 18:00:00,531.0,1
2011-05-28 19:00:00,543.0,1
2011-05-28 20:00:00,544.0,1
2011-05-28 21:00:00,529.0,1
2011-05-28 22:00:00,557.0,1
