timestamp,icme_speed_mean,label
2023-10-20 13:00:00,365.0,1
2023-10-20 14:00:00,364.0,1
2023-10-20 15:00:00,361.0,1
2023-10-20 16:00:00,359.0,1
2023-10-20 17:00:00,361.0,1
2023-10-20 18:00:00,357.0,1
2023-10-20 19:00:00,354.0,1
2023-10-20 20:00:00,347.0,1
2023-10-20 21:00:00,344.0,1
2023-10-20 22:00:00,343.0,1
2023-10-20 23:00:00,336.0,1
2023-10-21 00:00:00,333.0,1
2023-10-21 01:00:00,333.0,1
2023-10-21 02:00:00,330.0,1
2023-10-21 03:00:00,325.0,1
2023-10-21 04:00:00,341.0,1
2023-10-21 05:00:00,336.0,1
2023-10-21 06:00:00,328.0,1
2023-10-21 07:00:00,325.0,1
2023-10-21 08:00:00,321.0,1
2023-10-21 09:00:00,314.0,1
2023-10-21 10:00:00,309.0,1
2023-10-21 11:00:00,310.0,1
2023-10-21 12:00:00,306.0,1
2023-10-21 13:00:00,306.0,1
