timestamp,icme_speed_mean,label
2020-02-17 23:00:00,364.0,1
2020-02-18 00:00:00,362.0,1
2020-02-18 01:00:00,361.0,1
2020-02-18 02:00:00,366.0,1
2020-02-18 03:00:00,374.0,1
2020-02-18 04:00:00,383.0,1
2020-02-18 05:00:00,379.0,1
2020-02-18 06:00:00,376.0,1
2020-02-18 07:00:00,378.0,1
2020-02-18 08:00:00,380.0,1
2020-02-18 09:00:00,377.0,1
2020-02-18 10:00:00,375.0,1
2020-02-18 11:00:00,370.0,1
2020-02-18 12:00:00,377.0,1
2020-02-18 13:00:00,384.0,1
2020-02-18 14:00:00,395.0,1
2020-02-18 15:00:00,389.0,1
2020-02-18 16:00:00,387.0,1
2020-02-18 17:00:00,382.0,1
2020-02-18 18:00:00,377.0,1
2020-02-18 19:00:00,368.0,1
2020-02-18 20:00:00,361.0,1
2020-02-18 21:00:00,369.0,1
