timestamp,icme_speed_mean,label
2006-04-13 14:00:00,525.0,1
2006-04-13 15:00:00,546.0,1
2006-04-13 16:00:00,549.0,1
2006-04-13 17:00:00,532.0,1
2006-04-13 18:00:00,520.0,1
2006-04-13 19:00:00,514.0,1
2006-04-13 20:00:00,522.0,1
2006-04-13 21:00:00,522.0,1
2006-04-13 22:00:00,524.0,1
2006-04-13 23:00:00,522.0,1
2006-04-14 00:00:00,508.0,1
2006-04-14 01:00:00,500.0,1
2006-04-14 02:00:00,495.0,1
2006-04-14 03:00:00,527.0,1
2006-04-14 04:00:00,538.0,1
2006-04-14 05:00:00,517.0,1
2006-04-14 06:00:00,508.0,1
2006-04-14 07:00:00,520.0,1
2006-04-14 08:00:00,518.0,1
2006-04-14 09:00:00,521.0,1
2006-04-14 10:00:00,525.0,1
2006-04-14 11:00:00,535.0,1
