timestamp,icme_speed_mean,label
2011-03-29 16:00:00,348.0,1
2011-03-29 17:00:00,396.0,1
2011-03-29 18:00:00,378.0,1
2011-03-29 19:00:00,368.0,1
2011-03-29 20:00:00,376.0,1
2011-03-29 21:00:00,373.0,1
2011-03-29 22:00:00,376.0,1
2011-03-29 23:00:00,380.0,1
2011-03-30 00:00:00,377.0,1
2011-03-30 01:00:00,376.0,1
2011-03-30 02:00:00,365.0,1
2011-03-30 03:00:00,369.0,1
2011-03-30 04:00:00,368.0,1
2011-03-30 05:00:00,368.0,1
2011-03-30 06:00:00,367.0,1
2011-03-30 07:00:00,361.0,1
2011-03-30 08:00:00,363.0,1
2011-03-30 09:00:00,369.0,1
2011-03-30 10:00:00,366.0,1
2011-03-30 11:00:00,365.0,1
2011-03-30 12:00:00,359.0,1
2011-03-30 13:00:00,355.0,1
2011-03-30 14:00:00,357.0,1
2011-03-30 15:00:00,353.0,1
2011-03-30 16:00:00,347.0,1
2011-03-30 17:00:00,357.0,1
2011-03-30 18:00:00,352.0,1
2011-03-30 19:00:00,344.0,1
2011-03-30 20:00:00,361.0,1
2011-03-30 21:00:00,360.0,1
2011-03-30 22:00:00,354.0,1
2011-03-30 23:00:00,348.0,1
2011-03-31 00:00:00,343.0,1
2011-03-31 01:00:00,340.0,1
2011-03-31 02:00:00,338.0,1
2011-03-31 03:00:00,321.0,1
2011-03-31 04:00:00,315.0,1
2011-03-31 05:00:00,340.0,1
2011-03-31 06:00:00,327.0,1
2011-03-31 07:00:00,300.0,1
2011-03-31 08:00:00,316.0,1
2011-03-31 09:00:00,354.0,1
2011-03-31 10:00:00,340.0,1
2011-03-31 11:00:00,326.0,1
2011-03-31 12:00:00,316.0,1
2011-03-31 13:00:00,319.0,1
2011-03-31 14:00:00,324.0,1
2011-03-31 15:00:00,317.0,1
2011-03-31 16:00:00,320.0,1
2011-03-31 17:00:00,326.0,1
2011-03-31 18:00:00,328.0,1
2011-03-31 19:00:00,343.0,1
2011-03-31 20:00:00,298.0,1
2011-03-31 21:00:00,300.0,1
2011-03-31 22:00:00,298.0,1
2011-03-31 23:00:00,321.0,1
2011-04-01 00:00:00,322.0,1
2011-04-01 01:00:00,339.0,1
2011-04-01 02:00:00,353.0,1
2011-04-01 03:00:00,318.0,1
2011-04-01 04:00:00,331.0,1
2011-04-01 05:00:00,330.0,1
2011-04-01 06:00:00,330.0,1
2011-04-01 07:00:00,344.0,1
2011-04-01 08:00:00,334.0,1
2011-04-01 09:00:00,367.0,1
2011-04-01 10:00:00,375.0,1
2011-04-01 11:00:00,383.0,1
2011-04-01 12:00:00,378.0,1
2011-04-01 13:00:00,361.0,1
2011-04-01 14:00:00,361.0,1
