timestamp,icme_speed_mean,label
1998-10-23 13:00:00,540.0,1
1998-10-23 14:00:00,557.0,1
1998-10-23 15:00:00,603.0,1
1998-10-23 16:00:00,603.0,1
1998-10-23 17:00:00,573.0,1
1998-10-23 18:00:00,566.0,1
1998-10-23 19:00:00,533.0,1
1998-10-23 20:00:00,550.0,1
1998-10-23 21:00:00,540.0,1
1998-10-23 22:00:00,529.0,1
1998-10-23 23:00:00,520.0,1
1998-10-24 00:00:00,504.0,1
1998-10-24 01:00:00,495.0,1
1998-10-24 02:00:00,491.0,1
1998-10-24 03:00:00,492.0,1
1998-10-24 04:00:00,473.0,1
1998-10-24 05:00:00,491.0,1
1998-10-24 06:00:00,496.0,1
1998-10-24 07:00:00,488.0,1
1998-10-24 08:00:00,493.0,1
1998-10-24 09:00:00,497.0,1
1998-10-24 10:00:00,483.0,1
1998-10-24 11:00:00,491.0,1
1998-10-24 12:00:00,482.0,1
1998-10-24 13:00:00,470.0,1
1998-10-24 14:00:00,465.0,1
1998-10-24 15:00:00,452.0,1
1998-10-24 16:00:00,445.0,1
1998-10-24 17:00:00,445.0,1
1998-10-24 18:00:00,452.0,1
1998-10-24 19:00:00,460.0,1
