original_label,original_label_name,attempted,found,success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,mean_dice_diversity_dpp,median_dice_diversity_dpp,mean_dice_diversity_avg_dist,median_dice_diversity_avg_dist,mean_dice_mean_pairwise_distance,median_dice_mean_pairwise_distance,mean_num_cfs_generated,median_num_cfs_generated,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
0,FL,100,100,1.0,5.878985385425353,2.258556696403627,0.5459815440592651,0.5633453761430247,0.10574999999999997,0.1125,0.8942500000000001,0.8875,6.91248198525964,3.1476037599483204,0.3464535297242648,0.3674203711053614,17.766000000000005,18.9,0.10574999999999997,0.1125,0.003097568498615996,0.00244166674092412,0.02610192096691753,0.025759014487266543,0.5506456001441223,0.6004697679478073,0.8555124184113768,0.889721449918855,1379.9110839435991,384.4571965561812,5.0,5.0,2.263434719893198e-43,0.9969650534851998,124750,2241.1617754117324
1,NF,100,100,1.0,481.9101701948558,508.12010210367976,0.0030851688459413,0.002027893737472238,0.38048809523809524,0.4023809523809524,0.6195119047619048,0.5976190476190476,466.02635244640913,494.04954239935273,0.0031220215899027508,0.0020747125352090843,63.922000000000004,67.6,0.38048809523809524,0.4023809523809524,0.028733354358933868,0.0308011993765831,0.13090928998589516,0.1380680024623871,0.5947483641518704,0.6344086419483068,0.8855714719312681,0.9051947746808615,48249.31019100527,53650.74786089026,5.0,5.0,1.074841200736976e-32,0.9990724951109166,124750,102194.9695604993
