generated_counterfactual_count,attempted_counterfactual_count,counterfactual_success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,mean_dice_diversity_dpp,median_dice_diversity_dpp,mean_dice_diversity_avg_dist,median_dice_diversity_avg_dist,mean_dice_diversity_pair_count,median_dice_diversity_pair_count,mean_dice_mean_pairwise_distance,median_dice_mean_pairwise_distance,mean_num_cfs_generated,median_num_cfs_generated
200,200,1.0,243.8945777901406,48.392340103987046,0.27453335645260324,0.03686239073327263,0.24311904761904762,0.18035714285714283,0.7568809523809523,0.8196428571428571,236.46941721583437,50.08049896452353,0.17478777565708378,0.03559126506575123,40.844,30.3,0.24311904761904762,0.18035714285714283,0.015915461428774928,0.010388265736401081,0.07850560547640634,0.0628527745604515,0.5726969821479964,0.6154100633352135,0.8705419451713223,0.897536169305774,10.0,10.0,24814.610637474434,2954.7066420837336,5.0,5.0
