forecast_lag_min,input_start,input_end,num_windows,selected_coefficients,total_input_dim,selection_source,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
5,355,715,4,"W45:11,W90:20,W180:23,W360:94",2464,experiment12_results_log,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845995893223819,0.9079754601226994,0.891566265060241,0.925,0.9149328859060404,0.8995752051800223,0.8314606741573034,0.9859002169197397,0.9248554913294798,0.898876404494382,0.9523809523809523,0.9416410955790431,0.9170828894392407,0.8602150537634409
