total_queries,counterfactuals_found,success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_reconstruction_mse,median_reconstruction_mse,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
10,10,1.0,0.21751170955612062,0.18953467846675043,0.8315639145058993,0.8450079961951906,0.08421052631578947,0.10526315789473684,0.9157894736842106,0.8947368421052632,0.8864171405289181,0.6705106413025056,0.5813259584691204,0.599026286699559,1.6,2.0,0.08421052631578947,0.10526315789473684,10274.824789878916,25.207116047391494,0.7671211935138169,0.8075546525845342,3.0,13.446493122147999
