total_queries,counterfactuals_found,success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_reconstruction_mse,median_reconstruction_mse,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
10,10,1.0,0.1928188416878957,0.16647608060320235,0.8526798647218653,0.8574291727445432,0.06842105263157894,0.05263157894736842,0.9315789473684211,0.9473684210526316,0.8680278994522481,0.817498755076399,0.591350369120542,0.5647737280086991,1.3,1.0,0.06842105263157894,0.05263157894736842,8122.217761008932,184.61286946807604,0.09729903529027145,0.6545003508093832,3.0,14.786358275511267
