method,sample_id,forecast_lag_min,window_size,top_percent,top_percent_label,original_label,original_label_name,desired_counterfactual_label,desired_counterfactual_label_name,counterfactual_predicted_label,counterfactual_predicted_label_name,counterfactual_found,error
box_cox,2003-01-07_06-29,5,180,0.1,10%,0,0,1,1,-1,1,False,attempt 10/10: Channel 'p3_flux_ic' violates range constraint: expected 0.001 < value < 100.0.
box_cox,2003-01-07_22-25,5,180,0.1,10%,0,0,1,1,-1,1,False,attempt 10/10: Channel 'p3_flux_ic' violates range constraint: expected 0.001 < value < 100.0.
box_cox,2003-01-09_00-27,5,180,0.1,10%,0,0,1,1,-1,1,False,attempt 10/10: Channel 'p3_flux_ic' violates range constraint: expected 0.001 < value < 100.0.
box_cox,2003-05-28_11-40,5,180,0.1,10%,1,1,0,0,-1,1,False,attempt 10/10: Channel 'p7_flux_ic' violates range constraint: expected 0.001 < value < 0.1.
box_cox,2003-05-30_16-25,5,180,0.1,10%,1,1,0,0,-1,1,False,attempt 10/10: Channel 'p7_flux_ic' violates range constraint: expected 0.001 < value < 0.1.
box_cox,2003-06-18_12-15,5,180,0.1,10%,1,1,0,0,0,0,True,name 'plot_counterfactual_timeseries' is not defined
