original_label,original_label_name,attempted,found,success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
0,FL,100,100,1.0,6.7144488705168985,0.3750002509137731,0.5559722836188383,0.7273131471543182,0.09666666666666668,0.10119047619047619,0.9033333333333334,0.8988095238095238,7.739278006918883,1.1978165646775967,0.3498033385311042,0.4549989350094499,16.24,17.0,0.09666666666666668,0.10119047619047619,0.003074273532333578,0.0022617504000663757,0.02598318428352286,0.02444133721292019,0.9816909013962001,0.9980837945539358,4950,2525.8890472938638
1,NF,100,100,1.0,466.42443589300905,474.2231996774513,0.0033989005353075104,0.002104396047112743,0.3704166666666667,0.39285714285714285,0.6295833333333333,0.6071428571428572,452.72069866204373,465.2147708942489,0.003416663188030609,0.0021449537720654105,62.23,66.0,0.3704166666666667,0.39285714285714285,0.02823854856658727,0.028904343023896217,0.12976392168551684,0.13387568295001984,1.0100490529849044,0.9999895019077493,4950,101164.83280647757
