generated_counterfactual_count,attempted_counterfactual_count,counterfactual_success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
200,200,1.0,236.56944238176294,83.44684744175055,0.27968559207707294,0.011925199090377692,0.23354166666666668,0.16666666666666666,0.7664583333333335,0.8333333333333334,230.2299883344813,84.17872690762789,0.17661000085956735,0.011820833027267075,39.235,28.0,0.23354166666666668,0.16666666666666666,0.015656411049460424,0.009689531289041042,0.07787355298451985,0.06263254396617413,0.9915411601012046,0.9995110508557575,19900,65339.16104767037
