method,results_path,selection_path,best_summary_path,counterfactual_summary_path,counterfactual_gallery_path,best_row
exp,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/exp/experiment17_exp_results_20260508_110834_exp.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/exp/experiment17_exp_selection_20260508_110834_exp.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/exp/experiment17_exp_best_model_summary_20260508_110834_exp.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/exp/experiment17_exp_counterfactual_summary_20260508_110834.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/exp/experiment17_exp_counterfactual_gallery_20260508_110834.png,"{'forecast_lag_min': 5, 'window_size': 90, 'top_percent': 0.1, 'top_percent_label': '10%', 'input_start': 355, 'input_end': 715, 'total_features': 1472, 'selected_feature_count': 148, 'selected_feature_fraction': 0.10054347826086957, 'feature_count_cumimp_gt50': 15, 'cumimp_reached_at_gt50': 0.5148978361198114, 'train_accuracy': 1.0, 'train_f1': 1.0, 'train_precision': 1.0, 'train_recall': 1.0, 'train_tss': 1.0, 'train_hss': 1.0, 'train_css': 1.0, 'val_accuracy': 0.9917864476386037, 'val_f1': 0.9512195121951219, 'val_precision': 0.9285714285714286, 'val_recall': 0.975, 'val_tss': 0.9682885906040268, 'val_hss': 0.9467381199759392, 'val_css': 0.9069767441860465, 'test_accuracy': 0.9837310195227765, 'test_f1': 0.9132947976878613, 'test_precision': 0.8876404494382022, 'test_recall': 0.9404761904761905, 'test_tss': 0.9285430162518469, 'test_hss': 0.9043264108914316, 'test_css': 0.8404255319148937}"
softplus,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/softplus/experiment17_softplus_results_20260508_110834_softplus.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/softplus/experiment17_softplus_selection_20260508_110834_softplus.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/softplus/experiment17_softplus_best_model_summary_20260508_110834_softplus.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/softplus/experiment17_softplus_counterfactual_summary_20260508_110834.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/softplus/experiment17_softplus_counterfactual_gallery_20260508_110834.png,"{'forecast_lag_min': 5, 'window_size': 90, 'top_percent': 0.25, 'top_percent_label': '25%', 'input_start': 355, 'input_end': 715, 'total_features': 1472, 'selected_feature_count': 368, 'selected_feature_fraction': 0.25, 'feature_count_cumimp_gt50': 24, 'cumimp_reached_at_gt50': 0.5067572294435252, 'train_accuracy': 1.0, 'train_f1': 1.0, 'train_precision': 1.0, 'train_recall': 1.0, 'train_tss': 1.0, 'train_hss': 1.0, 'train_css': 1.0, 'val_accuracy': 0.9897330595482546, 'val_f1': 0.9404761904761905, 'val_precision': 0.8977272727272727, 'val_recall': 0.9875, 'val_tss': 0.9774328859060404, 'val_hss': 0.9348721514924575, 'val_css': 0.8876404494382022, 'test_accuracy': 0.9880694143167028, 'test_f1': 0.9349112426035503, 'test_precision': 0.9294117647058824, 'test_recall': 0.9404761904761905, 'test_tss': 0.9333162859415842, 'test_hss': 0.9283443315576029, 'test_css': 0.8777777777777778}"
square,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/square/experiment17_square_results_20260508_110834_square.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/square/experiment17_square_selection_20260508_110834_square.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/square/experiment17_square_best_model_summary_20260508_110834_square.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/square/experiment17_square_counterfactual_summary_20260508_110834.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/square/experiment17_square_counterfactual_gallery_20260508_110834.png,"{'forecast_lag_min': 5, 'window_size': 90, 'top_percent': 0.1, 'top_percent_label': '10%', 'input_start': 355, 'input_end': 715, 'total_features': 1472, 'selected_feature_count': 148, 'selected_feature_fraction': 0.10054347826086957, 'feature_count_cumimp_gt50': 12, 'cumimp_reached_at_gt50': 0.5147924111097295, 'train_accuracy': 1.0, 'train_f1': 1.0, 'train_precision': 1.0, 'train_recall': 1.0, 'train_tss': 1.0, 'train_hss': 1.0, 'train_css': 1.0, 'val_accuracy': 0.9917864476386037, 'val_f1': 0.9518072289156626, 'val_precision': 0.9186046511627907, 'val_recall': 0.9875, 'val_tss': 0.9796700223713648, 'val_hss': 0.9473243016684243, 'val_css': 0.9080459770114943, 'test_accuracy': 0.9891540130151844, 'test_f1': 0.9411764705882353, 'test_precision': 0.9302325581395349, 'test_recall': 0.9523809523809523, 'test_tss': 0.9452210478463461, 'test_hss': 0.9352036657015151, 'test_css': 0.8888888888888888}"
abs,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/abs/experiment17_abs_results_20260508_110834_abs.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/abs/experiment17_abs_selection_20260508_110834_abs.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/abs/experiment17_abs_best_model_summary_20260508_110834_abs.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/abs/experiment17_abs_counterfactual_summary_20260508_110834.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/abs/experiment17_abs_counterfactual_gallery_20260508_110834.png,"{'forecast_lag_min': 5, 'window_size': 90, 'top_percent': 0.1, 'top_percent_label': '10%', 'input_start': 355, 'input_end': 715, 'total_features': 1472, 'selected_feature_count': 148, 'selected_feature_fraction': 0.10054347826086957, 'feature_count_cumimp_gt50': 15, 'cumimp_reached_at_gt50': 0.5195928354658117, 'train_accuracy': 1.0, 'train_f1': 1.0, 'train_precision': 1.0, 'train_recall': 1.0, 'train_tss': 1.0, 'train_hss': 1.0, 'train_css': 1.0, 'val_accuracy': 0.9917864476386037, 'val_f1': 0.9512195121951219, 'val_precision': 0.9285714285714286, 'val_recall': 0.975, 'val_tss': 0.9682885906040268, 'val_hss': 0.9467381199759392, 'val_css': 0.9069767441860465, 'test_accuracy': 0.9859002169197397, 'test_f1': 0.9248554913294798, 'test_precision': 0.898876404494382, 'test_recall': 0.9523809523809523, 'test_tss': 0.9416410955790431, 'test_hss': 0.9170828894392407, 'test_css': 0.8602150537634409}"
yeo_johnson,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/yeo_johnson/experiment17_yeo_johnson_results_20260508_110834_yeo_johnson.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/yeo_johnson/experiment17_yeo_johnson_selection_20260508_110834_yeo_johnson.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/yeo_johnson/experiment17_yeo_johnson_best_model_summary_20260508_110834_yeo_johnson.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/yeo_johnson/experiment17_yeo_johnson_counterfactual_summary_20260508_110834.csv,/Users/pranjal/workspace/spectral_analysis/data/reports/experiment17/yeo_johnson/experiment17_yeo_johnson_counterfactual_gallery_20260508_110834.png,"{'forecast_lag_min': 5, 'window_size': 90, 'top_percent': 0.05, 'top_percent_label': '5%', 'input_start': 355, 'input_end': 715, 'total_features': 1472, 'selected_feature_count': 74, 'selected_feature_fraction': 0.050271739130434784, 'feature_count_cumimp_gt50': 14, 'cumimp_reached_at_gt50': 0.515479628316948, 'train_accuracy': 1.0, 'train_f1': 1.0, 'train_precision': 1.0, 'train_recall': 1.0, 'train_tss': 1.0, 'train_hss': 1.0, 'train_css': 1.0, 'val_accuracy': 0.9774127310061602, 'val_f1': 0.8607594936708861, 'val_precision': 0.8717948717948718, 'val_recall': 0.85, 'val_tss': 0.838814317673378, 'val_hss': 0.8484711339914576, 'val_css': 0.7555555555555555, 'test_accuracy': 0.9663774403470716, 'test_f1': 0.8, 'test_precision': 0.8732394366197183, 'test_recall': 0.7380952380952381, 'test_tss': 0.7273553812933289, 'test_hss': 0.7817868104014292, 'test_css': 0.6666666666666666}"
