window_size,forecast_lag_min,input_start,input_end,coeff_setting,max_available_coeffs,effective_coeffs,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
90,0,360,720,5,46,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9928131416837782,0.9580838323353293,0.9195402298850575,1.0,0.9921700223713645,0.9541610079468595,0.9195402298850575,0.982646420824295,0.9080459770114943,0.8777777777777778,0.9404761904761905,0.9273496988294125,0.8984777162991714,0.8315789473684211
