generated_counterfactual_count,attempted_counterfactual_count,counterfactual_success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
6,6,1.0,5.823094010583572,3.640327085084848,0.49279718458301075,0.4468942954992233,0.17237442922374432,0.1643835616438356,0.8276255707762555,0.8356164383561644,6.781745851278831,5.136399651245243,0.2757007447047605,0.20296727733030245,25.166666666666668,24.0,0.17237442922374432,0.1643835616438356,1.059982446914849,0.00954577885568142,0.21611344224462906,0.043482571840286255,1.000566046861883,0.9990569011013347,15.0,1787.732442239217
