window_size,forecast_lag_min,effective_coeffs,max_available_coeffs,cv_folds_used,cv_accuracy_mean,cv_f1_mean,cv_precision_mean,cv_recall_mean,cv_tss_mean,cv_hss_mean,cv_css_mean,cv_css_std
360,30,4,181,3,0.9558232931726908,0.7221905027463166,0.7246841171572354,0.7264957264957266,0.702469868429367,0.6983449546963825,0.5728071525035472,0.10967764831501316
360,30,5,181,3,0.9528112449799196,0.6944547515976086,0.7179951690821257,0.674264007597341,0.6513381888180988,0.6689554968332742,0.5341651812240048,0.059353798072817335
360,30,181,181,3,0.9708835341365463,0.8054232804232804,0.8844525105868118,0.7488129154795821,0.7389839930180656,0.7898913126271735,0.6773264861500156,0.07287508758328615
360,60,1,181,3,0.9347389558232932,0.531847996964276,0.6376470588235295,0.46201329534662866,0.43799100883639613,0.4978912998715985,0.362390350877193,0.013451583493843525
360,60,5,181,3,0.9457831325301204,0.6543986924356254,0.6825883354618987,0.6372269705603039,0.6099438533061163,0.6251812157962924,0.4873583260680035,0.038853147262697785
360,60,6,181,3,0.9467871485943776,0.6385363064608347,0.7074197943763162,0.5868945868945868,0.5650509496218271,0.610184513164418,0.4698412698412698,0.03506463814980082
360,60,7,181,3,0.9497991967871485,0.6653814094807884,0.7212324288983328,0.6248812915479582,0.6030483689435795,0.6385529088261357,0.49883241012273266,0.02047135586517083
360,60,8,181,3,0.9518072289156626,0.6750440917107584,0.7058097312999273,0.6652421652421653,0.6423163464629231,0.6496729589743554,0.5243867243867243,0.14902733196413717
360,60,9,181,3,0.9548192771084337,0.6896036433501743,0.7746700083542187,0.6248812915479581,0.6085057067056424,0.6655915187724957,0.52629137676576,0.007362047249000308
360,60,181,181,3,0.9538152610441767,0.6734332123195447,0.7378917378917379,0.6343779677113011,0.6158165905192585,0.6494083620578902,0.5216682958618443,0.14131876003674795
360,120,1,181,3,0.9407630522088354,0.5800330672453434,0.6734892787524366,0.5123456790123456,0.4905056132957129,0.5489229915157042,0.40981295744104096,0.043071902576505255
360,120,109,181,3,0.9467871485943776,0.6142488002953119,0.7430555555555555,0.5365622032288698,0.5190901506555637,0.5868585268333663,0.4444444444444445,0.0415739709641549
360,120,110,181,3,0.9497991967871485,0.6369205468187892,0.7555555555555555,0.5512820512820513,0.5359922195023449,0.6107761259453072,0.47286442006269597,0.09091060396490655
360,120,111,181,3,0.9437751004016065,0.5895691609977324,0.6817303469477384,0.52659069325736,0.5069399914465809,0.5607072463078553,0.4325980392156863,0.13951494089587518
360,120,112,181,3,0.9487951807228915,0.6278413804546208,0.7444444444444445,0.5484330484330484,0.5320538920346056,0.6013023916777464,0.4609217171717172,0.06928821959213216
360,120,113,181,3,0.9457831325301204,0.5989610389610389,0.7316709292412616,0.5118708452041786,0.49549168880573574,0.5711101178382375,0.430050505050505,0.06103488860293576
360,120,181,181,3,0.9397590361445783,0.5766860970496497,0.6918081918081919,0.5109211775878443,0.4880132165892372,0.5452057435578795,0.4139097744360902,0.10853447048332135
180,5,1,91,3,0.9668674698795181,0.773827160493827,0.8391106590954035,0.7231718898385565,0.7111643181395673,0.7561813713358942,0.6372126436781609,0.09817014714764138
180,5,21,91,3,0.9869477911646586,0.9211320754716982,0.9126845376845377,0.9368471035137702,0.9281075056709902,0.9140533592129859,0.854296937630271,0.03053506030984884
180,5,22,91,3,0.9869477911646586,0.9231586524326572,0.907563025210084,0.9491927825261158,0.9393567169523452,0.9160842655450846,0.8584282519373797,0.04573481150563329
180,5,23,91,3,0.9869477911646586,0.9182389937106917,0.9235517568850901,0.9135802469135802,0.9070264414205269,0.9111495388669302,0.8524052788420605,0.08203677522545638
180,5,24,91,3,0.9889558232931727,0.9332483630729245,0.9180436847103515,0.9501424501424501,0.9424957484745334,0.9272358200149657,0.8755681896208407,0.03686317303614715
180,5,25,91,3,0.9869477911646586,0.9177922077922078,0.9135194307608101,0.9240265906932574,0.9163834605814678,0.9107098097016916,0.8500273672687465,0.060489712591087916
180,5,91,91,3,0.9829317269076306,0.8952933858594236,0.8921583652618135,0.9002849002849004,0.8904595493795108,0.8860116634536905,0.8115763546798029,0.045182109181882105
180,15,1,91,3,0.9568273092369477,0.7192183774005217,0.7696078431372548,0.698480531813865,0.6777226476037148,0.6962684109929804,0.5621439963545226,0.030748059384837562
180,15,17,91,3,0.9708835341365463,0.823370482944951,0.8303030303030302,0.8376068376068376,0.8201490712580394,0.8076784065299752,0.7006950928519556,0.0394343686506612
180,15,18,91,3,0.9708835341365463,0.8180254557963537,0.8306451612903226,0.8133903133903133,0.798118339391242,0.8022843747945995,0.6921568627450979,0.011091871077436
180,15,19,91,3,0.9779116465863454,0.8614370276412453,0.8622281167108753,0.8618233618233617,0.8498157901243726,0.8494428108011428,0.7577060931899641,0.04391814644083617
180,15,20,91,3,0.9759036144578314,0.8483309143686503,0.8603228869895537,0.8376068376068376,0.8256028374639753,0.8352520166448018,0.7374860956618465,0.03932740718501376
180,15,21,91,3,0.9748995983935743,0.842964396423516,0.8488888888888889,0.8380816714150048,0.8249812035411521,0.8293322108156534,0.7291666666666666,0.03245367068207758
180,15,91,91,3,0.9718875502008032,0.8406192549588777,0.822705802968961,0.8741690408357075,0.8545076243565477,0.8254868249514118,0.7341203091833873,0.12573108641961764
180,30,1,91,3,0.9508032128514056,0.6468253968253967,0.7555555555555555,0.5902184235517569,0.5727642287590856,0.6216715408889897,0.48494623655913977,0.10065113482870158
180,30,26,91,3,0.9668674698795181,0.7825963718820862,0.8298701298701299,0.751661918328585,0.73747926894825,0.7648572977530943,0.6442624240177076,0.04811181634435863
180,30,27,91,3,0.9708835341365463,0.8169934640522875,0.8231922398589065,0.8133903133903134,0.7981076247228609,0.8012048263150167,0.6915322580645161,0.0396106506136865
180,30,28,91,3,0.9688755020080322,0.794945054945055,0.8452173913043478,0.7507122507122507,0.7386975359010076,0.7781806269907863,0.6633064516129031,0.07719431338337357
180,30,29,91,3,0.9678714859437751,0.7992307692307691,0.8176811594202897,0.7877492877492878,0.77138798913148,0.7818471337653919,0.6671857619577307,0.051193106943680844
180,30,30,91,3,0.9688755020080322,0.8028362573099415,0.8462343329103498,0.775403608736942,0.7612316740249881,0.786113286520747,0.6747400109469074,0.08377223332917057
180,30,91,91,3,0.964859437751004,0.7663423190365601,0.7970118845500848,0.7511870845204177,0.734804356565848,0.7476716492107558,0.634001014198783,0.14060540405855063
180,60,1,91,3,0.9487951807228915,0.6447908121410992,0.72165991902834,0.587369420702754,0.5677151473358479,0.6177005233740874,0.47887796369769803,0.0674061920976459
180,60,2,91,3,0.9497991967871485,0.6719496309161963,0.7177661169415291,0.6381766381766382,0.615243676285142,0.6450170764529785,0.5076931239388794,0.051624196030377524
180,60,3,91,3,0.9487951807228915,0.6542662153428199,0.7090148882673674,0.6130104463437797,0.5911739521832738,0.6269881455312546,0.48934884559884556,0.06763088072172584
180,60,4,91,3,0.9508032128514056,0.6980286738351253,0.7111111111111111,0.7136752136752137,0.6852920571339086,0.6717928454046583,0.5373983739837399,0.044545130184724294
180,60,5,91,3,0.9588353413654618,0.7342463092463093,0.7645539135194307,0.7136752136752137,0.6940316549766887,0.7120925418887852,0.5805972437850996,0.028481600794563737
180,60,11,91,3,0.9518072289156626,0.6793757503001201,0.7282608695652174,0.6367521367521367,0.6160156818787484,0.6534454105035213,0.5163770053475936,0.05362820900257239
180,60,91,91,3,0.9568273092369478,0.70515079876782,0.7837092731829575,0.6486229819563153,0.6322473971139995,0.6822251212075868,0.5479103766089306,0.07100031045887328
180,120,1,91,3,0.9467871485943776,0.6275252525252525,0.7149470899470899,0.5617283950617283,0.5420741216948225,0.5994037244738314,0.45796676441837736,0.03301201327618432
180,120,74,91,3,0.9447791164658633,0.6106472892187177,0.714123330491617,0.5379867046533713,0.5183431459548463,0.5816223674446744,0.4398692810457516,0.02243268274736016
180,120,75,91,3,0.9427710843373495,0.6004728132387708,0.6825396825396824,0.5360873694207027,0.514265161484705,0.5701062303677686,0.43910675381263614,0.12175131321623271
180,120,76,91,3,0.9377510040160643,0.5342339299786109,0.662962962962963,0.4482431149097816,0.4285995562112566,0.502309762478146,0.37662513281174537,0.13137020791998444
180,120,77,91,3,0.9437751004016065,0.605599647266314,0.6992063492063493,0.5522317188983855,0.5304059394062608,0.576354746780263,0.4380952380952381,0.07499055118106485
180,120,78,91,3,0.9357429718875503,0.5664827948515891,0.6473544973544973,0.5123456790123457,0.485076847982666,0.532422106630699,0.39764283273331263,0.058056803254712755
180,120,91,91,3,0.9417670682730924,0.5842552509219175,0.7094304388422036,0.5137701804368472,0.4930480117879668,0.554334106038073,0.41418600264101113,0.04591104395695161
90,5,1,46,3,0.9708835341365463,0.8049825991002462,0.8686143039591316,0.7606837606837606,0.7497619420473809,0.789480398443745,0.6799719887955181,0.10468192246316306
90,5,18,46,3,0.9879518072289156,0.926299009632343,0.9160362838523758,0.9373219373219372,0.9296788072101476,0.9197425722061121,0.8640552995391705,0.050094236126329766
90,5,19,46,3,0.9869477911646586,0.9212752219531882,0.8995450191570882,0.9491927825261158,0.9393602885084723,0.9141843761944735,0.8540895061728394,0.009488544862901939
90,5,20,46,3,0.9859437751004015,0.9120879120879121,0.9132095490716181,0.9126305792972459,0.9049874491854561,0.9044566053625361,0.8389709906951287,0.03266546925678412
90,5,21,46,3,0.9859437751004018,0.9137529137529138,0.9049753694581281,0.9254510921177589,0.9167222089433599,0.9061141686899609,0.8412698412698413,0.01122391716169119
90,5,22,46,3,0.9819277108433734,0.8904601571268237,0.8690476190476191,0.9131054131054132,0.9010942698502968,0.8806175547640289,0.8084291187739464,0.10122486447220619
90,5,46,46,3,0.9819277108433736,0.8902356902356902,0.8690476190476191,0.9126305792972459,0.9006230075982568,0.8803961195833493,0.8025089605734768,0.024208809735868524
90,15,1,46,3,0.9618473895582329,0.7499563928135355,0.7914734299516909,0.7127255460588794,0.6963463896604366,0.7293710560409324,0.6035842293906809,0.07542397389375627
90,15,9,46,3,0.9769076305220882,0.8522739235709023,0.8581896551724139,0.8603988603988605,0.8472912494127538,0.8398673881818884,0.7457291812130521,0.07313562590134326
90,15,10,46,3,0.9789156626506023,0.8697315030648364,0.8645366978700312,0.8751187084520419,0.8631075651969256,0.8582619078155115,0.7697441601779755,0.021124834309594543
90,15,11,46,3,0.9779116465863454,0.862164124909223,0.8628924162257495,0.8618233618233618,0.8498157901243726,0.8501606735801368,0.765079365079365,0.11640452137967688
90,15,12,46,3,0.9789156626506023,0.871869845554056,0.859047619047619,0.8879392212725546,0.874838753398702,0.8604059556511182,0.7734587251828632,0.03277957096157333
90,15,13,46,3,0.9779116465863454,0.8658471120945767,0.8516865079365079,0.8884140550807217,0.8742314057003867,0.8538760273273494,0.7634633318726755,0.007599391668522572
90,15,46,46,3,0.9769076305220884,0.8532959850606909,0.873543228385807,0.8376068376068376,0.8266885905265848,0.8407982360623499,0.7442528735632185,0.014652354924117183
90,30,1,46,3,0.9548192771084337,0.698842363119475,0.763131313131313,0.6505223171889839,0.6319752262214492,0.6746769212142402,0.5374007936507936,0.02182224003144321
90,30,19,46,3,0.9628514056224899,0.762024087024087,0.7962999452654625,0.7383665716999049,0.7209088053511069,0.7419984104651037,0.6161923494580696,0.03243728574296087
90,30,20,46,3,0.9688755020080322,0.79447837227438,0.836514719848053,0.7611585944919278,0.7480545550619482,0.7777536910394179,0.661464126807564,0.06368274787771983
90,30,21,46,3,0.9658634538152611,0.778660747317795,0.8108974358974358,0.7492877492877493,0.7340086321764239,0.760199066407762,0.6395833333333333,0.05735791624140084
90,30,22,46,3,0.9618473895582329,0.7593073593073593,0.7956745311554748,0.7369420702754036,0.718366406858853,0.7387137739698444,0.6132897603485838,0.04546543955274335
90,30,23,46,3,0.963855421686747,0.7725940951093081,0.7777777777777778,0.7768281101614436,0.7571845514629185,0.7530728344507859,0.6321660629061009,0.06613585666614046
90,30,46,46,3,0.9598393574297188,0.7415971752685748,0.7879409545368797,0.7117758784425451,0.6932037865821213,0.7200295207382982,0.5894868082368082,0.016435368148180012
90,60,1,46,3,0.9497991967871485,0.63635477582846,0.7609986504723346,0.5745489078822411,0.557080426865062,0.6108533910983948,0.47141886046224196,0.08446124127370572
90,60,11,46,3,0.9548192771084336,0.6759163704468142,0.8040123456790123,0.6101614434947769,0.5948644686028164,0.6528275152494974,0.51467151675485,0.07864143349242782
90,60,12,46,3,0.9518072289156626,0.6605894517819307,0.7724358974358975,0.5887939221272555,0.5724290519533206,0.6354188146210754,0.4936401284651792,0.02593283417998054
90,60,13,46,3,0.9538152610441767,0.6784541062801933,0.762663906142167,0.6115859449192782,0.5952139316330894,0.653940660112699,0.5168010752688171,0.07258686751503843
90,60,14,46,3,0.9558232931726907,0.6937056248390538,0.8011111111111111,0.6239316239316239,0.6086346490396635,0.6704544813635032,0.5311282762263154,0.011063368854751449
90,60,15,46,3,0.9558232931726908,0.6908212560386474,0.7939166097060834,0.6130104463437798,0.5988206538511907,0.6674631405672229,0.5297131492904574,0.05534871912857949
90,60,46,46,3,0.9588353413654618,0.7284291187739464,0.7750793533623681,0.698480531813865,0.6799155830656956,0.7064306236135364,0.5746714456391876,0.05280575419500495
90,120,1,46,3,0.9457831325301204,0.6006998974535493,0.730419799498747,0.5132953466286799,0.4969233333424911,0.5727903009300177,0.4321236559139785,0.06279378000547965
90,120,34,46,3,0.9407630522088354,0.5617348117348118,0.7273504273504273,0.48907882241215567,0.46944240682588484,0.532330502526097,0.39254590725178956,0.052027223124475594
90,120,35,46,3,0.9357429718875502,0.513105413105413,0.668546365914787,0.4259259259259259,0.40627522411514705,0.4809145125668521,0.34652777777777777,0.04436842456934247
90,120,36,46,3,0.9397590361445783,0.5585316151353887,0.7096530920060332,0.4743589743589744,0.4546939863236874,0.5278249298233265,0.387531328320802,0.008894153863770921
90,120,37,46,3,0.9407630522088354,0.5411958329091587,0.7338383838383838,0.43922127255460586,0.42393144077489947,0.5120821492584243,0.37771392081736915,0.09868018388301235
90,120,38,46,3,0.9417670682730924,0.5583698144673754,0.7421245421245422,0.4615384615384615,0.44515573358389166,0.529333535264331,0.38800869835352597,0.0307250679877678
90,120,44,46,3,0.9447791164658635,0.5944856839872746,0.720315280956013,0.5109211775878443,0.49345269657066515,0.5660186128821242,0.4281618023553508,0.08603991220421398
90,120,46,46,3,0.9427710843373495,0.5783047870004392,0.7131062951496387,0.4871794871794872,0.46971814927456196,0.548723499396008,0.40808080808080804,0.043234211230369086
45,5,1,23,3,0.9718875502008032,0.8176190476190476,0.8411002831917375,0.7991452991452991,0.7860484028275735,0.802439441428627,0.6953405017921147,0.0815756751020863
45,5,9,23,3,0.9879518072289156,0.9276895943562611,0.895320197044335,0.9624881291547958,0.9526627782494064,0.9211272093622642,0.8651340996168582,0.002167377107085242
45,5,10,23,3,0.9889558232931727,0.9341678954389977,0.9095785440613028,0.9624881291547958,0.9537592459803967,0.928157275087493,0.8783353245718838,0.059881016210878664
45,5,11,23,3,0.9879518072289156,0.9272009513651355,0.9061728395061729,0.9501424501424501,0.941406423855797,0.9206417048850449,0.8645452619312465,0.02217485116495145
45,5,12,23,3,0.9879518072289156,0.9279285686065347,0.8984661172161172,0.9620132953466287,0.9521843728851122,0.9213753530492679,0.8658148604269295,0.02241142935652496
45,5,13,23,3,0.9849397590361445,0.9082469254883048,0.8843455691509083,0.9377967711301046,0.9268820956059787,0.9000675855483699,0.8324681745148931,0.031793850889900055
45,5,23,23,3,0.9849397590361445,0.9104637059527537,0.8869490724329433,0.9377967711301044,0.9268785240498517,0.9022676311772649,0.8375006219833807,0.05789626314314827
45,15,1,23,3,0.9658634538152611,0.7624427893465743,0.8432539682539683,0.7146248812915479,0.7026208811486857,0.7446279438257711,0.6232851316277346,0.10693326997574319
45,15,8,23,3,0.9799196787148595,0.8734751660448254,0.8779032258064516,0.8765432098765432,0.8656321059085443,0.8626141609851556,0.7772710418984056,0.057724012745829716
45,15,9,23,3,0.9829317269076304,0.8926599326599326,0.9021739130434782,0.8879392212725546,0.8792103380981556,0.8834156025038323,0.8063492063492063,0.019952071571391342
45,15,10,23,3,0.9799196787148595,0.8753712512002858,0.8913690476190476,0.8736942070275404,0.8627652452789064,0.8645387275381315,0.7792860734037205,0.040650984486667235
45,15,11,23,3,0.9779116465863454,0.8627730294396961,0.864426807760141,0.8627730294396961,0.8507690292968338,0.8507736573106616,0.7589914720059325,0.024120809740141788
45,15,12,23,3,0.9839357429718877,0.8988070752776635,0.9109523809523808,0.8879392212725546,0.880292519604638,0.8900903867892764,0.8185185185185185,0.06436350813697322
45,15,23,23,3,0.9809236947791163,0.8791208791208791,0.9002098950524737,0.8618233618233617,0.8530873355367087,0.8687871824207077,0.7857142857142857,0.05050762722761051
45,30,1,23,3,0.963855421686747,0.7455298324863543,0.8353162599986556,0.6866096866096866,0.6745949717984434,0.7265760711684351,0.6017665130568356,0.11074432560131003
45,30,9,23,3,0.9708835341365463,0.8086978381096027,0.8613636363636363,0.7625830959164293,0.7516612772800494,0.7930001359799105,0.6797619047619047,0.039159248103329825
45,30,10,23,3,0.9728915662650603,0.8233079395280125,0.8637762237762239,0.788698955365622,0.7777771367292422,0.8086963432109627,0.703670634920635,0.08379137628950122
45,30,11,23,3,0.9718875502008032,0.8109090909090909,0.8845577211394303,0.7644824311490979,0.7546642233559623,0.7959813310421082,0.6845878136200717,0.06705479187766919
45,30,12,23,3,0.9738955823293173,0.8305692647429342,0.8669809203142537,0.8000949667616334,0.7891802912375075,0.8164824984171268,0.710530218761587,0.022604894335666256
45,30,13,23,3,0.9708835341365462,0.8134182447907938,0.8289411206077872,0.7996201329534663,0.7854339120170043,0.7976539332871789,0.6936063218390803,0.1198023020404206
45,30,23,23,3,0.9678714859437751,0.7927275898151378,0.8344919786096257,0.7739791073124406,0.7586928470888612,0.7755436513191644,0.6576719576719576,0.04129188124004776
45,60,1,23,3,0.9508032128514056,0.6593586710046337,0.7527910685805423,0.5883190883190883,0.5708506073019092,0.6332508665788702,0.4985683681456763,0.09841564051647822
45,60,12,23,3,0.9578313253012047,0.7093045843045843,0.8061375661375662,0.6372269705603039,0.6230264633993339,0.6869319192615824,0.5497424776362158,0.017180042777474952
45,60,13,23,3,0.9558232931726908,0.7046430693489517,0.800952380952381,0.6509971509971509,0.6335322415360988,0.6813076165786504,0.545264014014014,0.04439070625924515
45,60,14,23,3,0.9508032128514058,0.659514687100894,0.7659796893667861,0.5992402659069326,0.580668174046509,0.633852016078391,0.4926428975664969,0.030937846516347726
45,60,15,23,3,0.9548192771084336,0.7056514913657771,0.7406526806526808,0.6761633428300096,0.6554197448443672,0.6812885959471524,0.5473214285714286,0.05798761743260542
45,60,16,23,3,0.9548192771084336,0.6755472764728521,0.7837301587301587,0.6006647673314339,0.586471403282718,0.6520787340271154,0.5158378136200716,0.09170266503062069
45,60,23,23,3,0.9578313253012049,0.6855555555555556,0.8202208419599724,0.5978157644824312,0.5868975174021783,0.6640303219694195,0.5344827586206896,0.14287129763972475
45,120,1,23,3,0.9417670682730924,0.5555555555555557,0.7444444444444445,0.46106362773029436,0.4446737566634706,0.5266935885545195,0.3856209150326797,0.036972903591453464
45,120,19,23,3,0.9508032128514056,0.6323232323232323,0.7987616099071208,0.5242165242165242,0.5122196671859159,0.6070836348994668,0.46603970741901773,0.07241009880489202
45,120,20,23,3,0.9467871485943776,0.6019536019536019,0.7911111111111112,0.5,0.48579234972677593,0.5751681039487287,0.4330943847072879,0.05980283128223334
45,120,21,23,3,0.9467871485943776,0.5992413982042051,0.7619949494949494,0.4985754985754986,0.4843857060829096,0.5721890212563276,0.43315713382127047,0.08719602248374962
45,120,22,23,3,0.9407630522088354,0.5442049436577481,0.7356209150326798,0.4510921177587844,0.43470938980421464,0.5153703853858266,0.3789996893445169,0.08446630610021255
45,120,23,23,3,0.9427710843373495,0.5679260262457385,0.7331206804891015,0.47388414055080724,0.45749784104011043,0.5390898816922478,0.3974195738901621,0.03439472620949425
