generated_counterfactual_count,attempted_counterfactual_count,counterfactual_success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_counterfactual_reconstruction_mse,median_counterfactual_reconstruction_mse,mean_counterfactual_reconstruction_mae,median_counterfactual_reconstruction_mae,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
2,6,0.3333333333333333,0.14922473868188968,0.14922473868188968,0.8766744056303551,0.8766744056303551,0.0136986301369863,0.0136986301369863,0.9863013698630136,0.9863013698630136,0.889309736334525,0.889309736334525,0.529876395437258,0.529876395437258,2.0,2.0,0.0136986301369863,0.0136986301369863,4.873509407043457,4.873509407043457,0.8051603436470032,0.8051603436470032,1.0001778640640926,0.9952940531338088,1.0,211.49708686348924
