window_size,forecast_lag_min,input_start,input_end,coeff_setting,max_available_coeffs,effective_coeffs,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
90,0,360,720,25,46,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917864476386037,0.9518072289156626,0.9186046511627907,0.9875,0.9796700223713648,0.9473243016684243,0.9080459770114943,0.9924078091106291,0.9590643274853801,0.9425287356321839,0.9761904761904762,0.9702238890783044,0.9548816464633754,0.9213483146067416
