timestamp,icme_speed_mean,label
1998-03-03 01:00:00,418.0,0
1998-03-03 02:00:00,410.0,0
1998-03-03 03:00:00,404.0,0
1998-03-03 04:00:00,411.0,0
1998-03-03 05:00:00,418.0,0
1998-03-03 06:00:00,404.0,0
1998-03-03 07:00:00,409.0,0
1998-03-03 08:00:00,407.0,0
1998-03-03 09:00:00,412.0,0
1998-03-03 10:00:00,404.0,0
1998-03-03 11:00:00,410.0,0
1998-03-03 12:00:00,408.0,0
1998-03-03 13:00:00,407.0,0
1998-03-03 14:00:00,404.0,0
1998-03-03 15:00:00,395.0,0
1998-03-03 16:00:00,394.0,0
1998-03-03 17:00:00,388.0,0
1998-03-03 18:00:00,387.0,0
1998-03-03 19:00:00,383.0,0
1998-03-03 20:00:00,380.0,0
1998-03-03 21:00:00,379.0,0
1998-03-03 22:00:00,374.0,0
1998-03-03 23:00:00,371.0,0
1998-03-04 00:00:00,374.0,0
1998-03-04 01:00:00,381.0,0
1998-03-04 02:00:00,370.0,0
1998-03-04 03:00:00,372.0,0
1998-03-04 04:00:00,367.0,0
1998-03-04 05:00:00,363.0,0
1998-03-04 06:00:00,363.0,0
1998-03-04 07:00:00,360.0,0
1998-03-04 08:00:00,356.0,0
1998-03-04 09:00:00,353.0,0
1998-03-04 10:00:00,348.0,0
