timestamp,icme_speed_mean,label
2024-07-15 01:00:00,307.0,0
2024-07-15 02:00:00,304.0,0
2024-07-15 03:00:00,303.0,0
2024-07-15 04:00:00,297.0,0
2024-07-15 05:00:00,300.0,0
2024-07-15 06:00:00,300.0,0
2024-07-15 07:00:00,306.0,0
2024-07-15 08:00:00,304.0,0
2024-07-15 09:00:00,307.0,0
2024-07-15 10:00:00,307.0,0
2024-07-15 11:00:00,306.0,0
2024-07-15 12:00:00,307.0,0
2024-07-15 13:00:00,310.0,0
2024-07-15 14:00:00,311.0,0
2024-07-15 15:00:00,302.0,0
2024-07-15 16:00:00,301.0,0
2024-07-15 17:00:00,307.0,0
2024-07-15 18:00:00,310.0,0
2024-07-15 19:00:00,315.0,0
