timestamp,icme_speed_mean,label
1998-03-31 22:00:00,409.0,0
1998-03-31 23:00:00,400.0,0
1998-04-01 00:00:00,397.0,0
1998-04-01 01:00:00,400.0,0
1998-04-01 02:00:00,405.0,0
1998-04-01 03:00:00,390.0,0
1998-04-01 04:00:00,385.0,0
1998-04-01 05:00:00,382.0,0
1998-04-01 06:00:00,379.0,0
1998-04-01 07:00:00,376.0,0
1998-04-01 08:00:00,374.0,0
1998-04-01 09:00:00,371.0,0
1998-04-01 10:00:00,369.0,0
1998-04-01 11:00:00,363.0,0
1998-04-01 12:00:00,359.0,0
1998-04-01 13:00:00,357.0,0
1998-04-01 14:00:00,356.0,0
1998-04-01 15:00:00,359.0,0
1998-04-01 16:00:00,362.0,0
1998-04-01 17:00:00,362.0,0
1998-04-01 18:00:00,356.0,0
1998-04-01 19:00:00,359.0,0
1998-04-01 20:00:00,362.0,0
