timestamp,icme_speed_mean,label
2011-11-26 23:00:00,351.0,0
2011-11-27 00:00:00,345.0,0
2011-11-27 01:00:00,333.0,0
2011-11-27 02:00:00,343.0,0
2011-11-27 03:00:00,355.0,0
2011-11-27 04:00:00,344.0,0
2011-11-27 05:00:00,342.0,0
2011-11-27 06:00:00,337.0,0
2011-11-27 07:00:00,349.0,0
2011-11-27 08:00:00,346.0,0
2011-11-27 09:00:00,371.0,0
2011-11-27 10:00:00,375.0,0
2011-11-27 11:00:00,375.0,0
2011-11-27 12:00:00,377.0,0
2011-11-27 13:00:00,383.0,0
2011-11-27 14:00:00,386.0,0
2011-11-27 15:00:00,384.0,0
2011-11-27 16:00:00,388.0,0
2011-11-27 17:00:00,393.0,0
2011-11-27 18:00:00,400.0,0
2011-11-27 19:00:00,400.0,0
2011-11-27 20:00:00,420.0,0
2011-11-27 21:00:00,430.0,0
2011-11-27 22:00:00,428.0,0
2011-11-27 23:00:00,444.0,0
2011-11-28 00:00:00,414.0,0
2011-11-28 01:00:00,410.0,0
2011-11-28 02:00:00,405.0,0
2011-11-28 03:00:00,403.0,0
2011-11-28 04:00:00,396.0,0
2011-11-28 05:00:00,401.0,0
2011-11-28 06:00:00,388.0,0
2011-11-28 07:00:00,376.0,0
2011-11-28 08:00:00,376.0,0
2011-11-28 09:00:00,378.0,0
2011-11-28 10:00:00,373.0,0
2011-11-28 11:00:00,369.0,0
2011-11-28 12:00:00,359.0,0
2011-11-28 13:00:00,362.0,0
2011-11-28 14:00:00,390.0,0
2011-11-28 15:00:00,398.0,0
2011-11-28 16:00:00,399.0,0
2011-11-28 17:00:00,386.0,0
2011-11-28 18:00:00,375.0,0
2011-11-28 19:00:00,360.0,0
