timestamp,icme_speed_mean,label
2017-07-14 19:00:00,357.0,0
2017-07-14 20:00:00,359.0,0
2017-07-14 21:00:00,363.0,0
2017-07-14 22:00:00,353.0,0
2017-07-14 23:00:00,358.0,0
2017-07-15 00:00:00,352.0,0
2017-07-15 01:00:00,347.0,0
2017-07-15 02:00:00,345.0,0
2017-07-15 03:00:00,340.0,0
2017-07-15 04:00:00,338.0,0
2017-07-15 05:00:00,335.0,0
2017-07-15 06:00:00,331.0,0
2017-07-15 07:00:00,330.0,0
2017-07-15 08:00:00,332.0,0
2017-07-15 09:00:00,327.0,0
2017-07-15 10:00:00,324.0,0
2017-07-15 11:00:00,322.0,0
2017-07-15 12:00:00,322.0,0
2017-07-15 13:00:00,319.0,0
2017-07-15 14:00:00,316.0,0
2017-07-15 15:00:00,317.0,0
2017-07-15 16:00:00,320.0,0
2017-07-15 17:00:00,323.0,0
2017-07-15 18:00:00,319.0,0
2017-07-15 19:00:00,319.0,0
2017-07-15 20:00:00,313.0,0
2017-07-15 21:00:00,313.0,0
2017-07-15 22:00:00,317.0,0
2017-07-15 23:00:00,317.0,0
2017-07-16 00:00:00,318.0,0
2017-07-16 01:00:00,318.0,0
2017-07-16 02:00:00,318.0,0
2017-07-16 03:00:00,316.0,0
2017-07-16 04:00:00,314.0,0
