timestamp,icme_speed_mean,label
2012-11-22 06:00:00,349.0,0
2012-11-22 07:00:00,346.0,0
2012-11-22 08:00:00,341.0,0
2012-11-22 09:00:00,336.0,0
2012-11-22 10:00:00,342.0,0
2012-11-22 11:00:00,354.0,0
2012-11-22 12:00:00,340.0,0
2012-11-22 13:00:00,359.0,0
2012-11-22 14:00:00,372.0,0
2012-11-22 15:00:00,367.0,0
2012-11-22 16:00:00,358.0,0
2012-11-22 17:00:00,348.0,0
2012-11-22 18:00:00,361.0,0
2012-11-22 19:00:00,357.0,0
2012-11-22 20:00:00,350.0,0
2012-11-22 21:00:00,353.0,0
2012-11-22 22:00:00,346.0,0
2012-11-22 23:00:00,340.0,0
2012-11-23 00:00:00,332.0,0
2012-11-23 01:00:00,322.0,0
2012-11-23 02:00:00,324.0,0
2012-11-23 03:00:00,325.0,0
2012-11-23 04:00:00,318.0,0
2012-11-23 05:00:00,316.0,0
2012-11-23 06:00:00,326.0,0
2012-11-23 07:00:00,331.0,0
2012-11-23 08:00:00,323.0,0
2012-11-23 09:00:00,319.0,0
2012-11-23 10:00:00,324.0,0
2012-11-23 11:00:00,324.0,0
2012-11-23 12:00:00,321.0,0
2012-11-23 13:00:00,318.0,0
2012-11-23 14:00:00,317.0,0
2012-11-23 15:00:00,308.0,0
2012-11-23 16:00:00,305.0,0
2012-11-23 17:00:00,309.0,0
2012-11-23 18:00:00,317.0,0
2012-11-23 19:00:00,316.0,0
