timestamp,icme_speed_mean,label
1999-09-21 14:00:00,371.0,0
1999-09-21 15:00:00,372.0,0
1999-09-21 16:00:00,369.0,0
1999-09-21 17:00:00,369.0,0
1999-09-21 18:00:00,361.0,0
1999-09-21 19:00:00,357.0,0
1999-09-21 20:00:00,362.0,0
1999-09-21 21:00:00,365.0,0
1999-09-21 22:00:00,363.0,0
1999-09-21 23:00:00,357.0,0
1999-09-22 00:00:00,358.0,0
1999-09-22 01:00:00,357.0,0
1999-09-22 02:00:00,353.0,0
1999-09-22 03:00:00,359.0,0
1999-09-22 04:00:00,359.0,0
1999-09-22 05:00:00,358.0,0
1999-09-22 06:00:00,357.0,0
1999-09-22 07:00:00,355.0,0
1999-09-22 08:00:00,355.0,0
1999-09-22 09:00:00,365.0,0
1999-09-22 10:00:00,360.0,0
1999-09-22 11:00:00,364.0,0
