forecast_lag_min,top_percent,top_percent_label,windows_used,total_concat_features,global_total_features_before_selection,baseline_feature_count_cumimp_gt50,baseline_cumimp_reached_gt50,feature_count_cumimp_gt50,cumimp_reached_at_gt50,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css,channel_unmatched_feature_count,window45_total_features,window45_selected_features,window90_total_features,window90_selected_features,window180_total_features,window180_selected_features,window360_total_features,window360_selected_features,importance_sum_p3,importance_share_p3,feature_count_p3,importance_sum_norm_p3,importance_share_norm_p3,importance_sum_p5,importance_share_p5,feature_count_p5,importance_sum_norm_p5,importance_share_norm_p5,importance_sum_p7,importance_share_p7,feature_count_p7,importance_sum_norm_p7,importance_share_norm_p7,importance_sum_long_xray,importance_share_long_xray,feature_count_long_xray,importance_sum_norm_long_xray,importance_share_norm_long_xray
5,0.05,5%,"45,90,180,360",293,5848,60,0.501779386430087,27,0.5062641771791759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9212121212121213,0.8941176470588236,0.95,0.9399328859060403,0.9139283529331792,0.8539325842696629,0.9859002169197397,0.9248554913294798,0.898876404494382,0.9523809523809523,0.9416410955790431,0.9170828894392407,0.8602150537634409,0,1472,49,1472,54,1456,95,1448,95,0.9547174831111328,0.9547174831111328,242,0.012659307260163682,0.5712051925776265,0.01158662176042371,0.01158662176042371,18,0.0018526890958618513,0.0835958563955856,0.026061499525014888,0.026061499525014888,25,0.0038332571376290298,0.17296178507248272,0.007634395603429437,0.007634395603429437,8,0.0038171978017147185,0.17223716595430483
5,0.1,10%,"45,90,180,360",585,5848,60,0.501779386430087,29,0.5012918298812328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9212121212121213,0.8941176470588236,0.95,0.9399328859060403,0.9139283529331792,0.8539325842696629,0.9837310195227765,0.9132947976878613,0.8876404494382022,0.9404761904761905,0.9285430162518469,0.9043264108914316,0.8404255319148937,0,1472,131,1472,124,1456,165,1448,165,0.9373792056874479,0.9373792056874479,366,0.009227614947689746,0.7326287945464947,0.023666061883543907,0.023666061883543907,95,0.0010072063764167468,0.07996740193396226,0.02701785327103202,0.02701785327103202,74,0.0013397721180638414,0.10637154209277677,0.011936879157975701,0.011936879157975701,50,0.0010206185074251599,0.0810322614267669
5,0.15,15%,"45,90,180,360",878,5848,60,0.501779386430087,35,0.5071427257106593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9212121212121213,0.8941176470588236,0.95,0.9399328859060403,0.9139283529331792,0.8539325842696629,0.9837310195227765,0.9122807017543859,0.896551724137931,0.9285714285714286,0.9178315717695193,0.9033178138500901,0.8387096774193549,0,1472,213,1472,198,1456,234,1448,233,0.9274785975656191,0.9274785975656191,454,0.00772696562165103,0.7960481926631334,0.026794691703491278,0.026794691703491278,173,0.0006200191016187214,0.06387566729651661,0.033117937546315174,0.033117937546315174,152,0.0008497908829830888,0.08754723777271743,0.012608773184574278,0.012608773184574278,99,0.0005098799616731544,0.052528902267632384
5,0.25,25%,"45,90,180,360",1462,5848,60,0.501779386430087,37,0.5081895548646539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9202453987730062,0.9036144578313253,0.9375,0.9285514541387023,0.9129651778226859,0.8522727272727273,0.9837310195227765,0.9122807017543859,0.896551724137931,0.9285714285714286,0.9178315717695193,0.9033178138500901,0.8387096774193549,0,1472,371,1472,341,1456,378,1448,372,0.9215102039415103,0.9215102039415103,616,0.005781173393497027,0.8410151872083632,0.03136789693146086,0.03136789693146086,327,0.00038287855744715177,0.055699191107413365,0.030496847645714822,0.030496847645714822,298,0.00040682513796635387,0.05918281571569978,0.016625051481314296,0.016625051481314296,221,0.0003031645234494694,0.04410280596852346
5,0.5,50%,"45,90,180,360",2924,5848,60,0.501779386430087,49,0.5002913579950409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9202453987730062,0.9036144578313253,0.9375,0.9285514541387023,0.9129651778226859,0.8522727272727273,0.9837310195227765,0.9132947976878613,0.8876404494382022,0.9404761904761905,0.9285430162518469,0.9043264108914316,0.8404255319148937,0,1472,1175,1472,902,1456,440,1448,407,0.9188481285595227,0.9188481285595227,921,0.005098341195294297,0.9025937237720485,0.030712424901289392,0.030712424901289392,650,0.00020168441341725634,0.035705551817732877,0.03352904296156906,0.03352904296156906,744,0.00020550584401313575,0.03638208544691697,0.016910403577619113,0.016910403577619113,609,0.0001430134695551971,0.02531863896330199
5,1.0,100%,"45,90,180,360",5848,5848,60,0.501779386430087,61,0.5048065187178465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845995893223819,0.9079754601226994,0.891566265060241,0.925,0.9149328859060404,0.8995752051800223,0.8314606741573034,0.9837310195227765,0.9132947976878613,0.8876404494382022,0.9404761904761905,0.9285430162518469,0.9043264108914316,0.8404255319148937,0,1472,1472,1472,1472,1456,1456,1448,1448,0.9024209225199866,0.9024209225199866,1462,0.002477544627974436,0.9027143206473789,0.03621519935474265,0.03621519935474265,1462,9.914287991430775e-05,0.03612354606182797,0.03834279704484596,0.03834279704484596,1462,0.00010491297475286371,0.038225928874006214,0.023021081080424458,0.023021081080424458,1462,6.294956082914773e-05,0.022936204416787315
15,0.05,5%,"45,90,180,360",293,5848,61,0.5000712068137532,30,0.5099308917638097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9753593429158111,0.84,0.9,0.7875,0.7796700223713646,0.826716085989622,0.7241379310344828,0.9815618221258134,0.8957055214723927,0.9240506329113924,0.8690476190476191,0.8618877145130128,0.8856029310873341,0.8111111111111111,0,1472,62,1472,65,1456,90,1448,76,0.916508889167802,0.916508889167802,219,0.01542613500018583,0.5800419593504345,0.010142412213329476,0.010142412213329476,15,0.0026228791550921525,0.09862353494512636,0.029256357122555893,0.029256357122555893,27,0.004064170558307416,0.15281789338331245,0.04409234149631264,0.04409234149631264,32,0.004481675798679845,0.1685166123211268
15,0.1,10%,"45,90,180,360",585,5848,61,0.5000712068137532,36,0.5054585085288958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743326488706365,0.8344370860927153,0.8873239436619719,0.7875,0.7785514541387024,0.8205785696390939,0.7159090909090909,0.9815618221258134,0.896969696969697,0.9135802469135802,0.8809523809523809,0.8725991589953404,0.8868482984652257,0.8131868131868132,0,1472,134,1472,142,1456,155,1448,154,0.8962432449021399,0.8962432449021399,317,0.01100040147152991,0.7140276838054777,0.023489786454019307,0.023489786454019307,82,0.001180091277407724,0.07659882629440934,0.034707992035210466,0.034707992035210466,83,0.0016480026668896663,0.10697059831770149,0.045558976608630175,0.045558976608630175,103,0.0015776319949507244,0.1024028915824118
15,0.15,15%,"45,90,180,360",878,5848,61,0.5000712068137532,38,0.5044699219849952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9753593429158111,0.8441558441558441,0.8783783783783784,0.8125,0.8024328859060401,0.8307999652566663,0.7303370786516854,0.9815618221258134,0.896969696969697,0.9135802469135802,0.8809523809523809,0.8725991589953404,0.8868482984652257,0.8131868131868132,0,1472,215,1472,224,1456,226,1448,213,0.8807264008024994,0.8807264008024994,406,0.008629860759291745,0.7502505431593929,0.02605509061235514,0.02605509061235514,138,0.0007571174325643429,0.06582119698805679,0.03868297644115063,0.03868297644115063,156,0.0009587880481832695,0.08335374972878098,0.05453553214399458,0.05453553214399458,178,0.0011568722291717363,0.10057451012376996
15,0.25,25%,"45,90,180,360",1462,5848,61,0.5000712068137532,42,0.5063269258067512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763860369609856,0.8496732026143791,0.8904109589041096,0.8125,0.8035514541387023,0.8368889341934732,0.7386363636363636,0.9815618221258134,0.896969696969697,0.9135802469135802,0.8809523809523809,0.8725991589953404,0.8868482984652257,0.8131868131868132,0,1472,365,1472,357,1456,374,1448,366,0.8739964867425901,0.8739964867425901,559,0.006329882882631515,0.7952330658477543,0.028279237959153183,0.028279237959153183,271,0.0004225526501354433,0.053085948931428824,0.04641231982153352,0.04641231982153352,295,0.00061069302371431,0.07672231770238853,0.051311955476722924,0.051311955476722924,337,0.000596654750420813,0.07495866751842888
15,0.5,50%,"45,90,180,360",2924,5848,61,0.5000712068137532,53,0.5044420109303399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763860369609856,0.8496732026143791,0.8904109589041096,0.8125,0.8035514541387023,0.8368889341934732,0.7386363636363636,0.9837310195227765,0.9090909090909091,0.9259259259259259,0.8928571428571429,0.8856972383225368,0.9001602633516698,0.8333333333333334,0,1472,994,1472,907,1456,518,1448,505,0.8594921337352034,0.8594921337352034,850,0.004547770823514557,0.8485343897898745,0.0372879141544879,0.0372879141544879,677,0.00023732866961119023,0.044281373372404155,0.051647385283314334,0.051647385283314334,678,0.0002846475164873508,0.05311024149654455,0.051572566826993876,0.051572566826993876,719,0.0002898128128718013,0.05407399534117571
15,1.0,100%,"45,90,180,360",5848,5848,61,0.5000712068137532,61,0.5042540367547826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973305954825462,0.8289473684210527,0.875,0.7875,0.7774328859060402,0.8145142388374546,0.7078651685393258,0.9815618221258134,0.896969696969697,0.9135802469135802,0.8809523809523809,0.8725991589953404,0.8868482984652257,0.8131868131868132,0,1472,1472,1472,1472,1456,1456,1448,1448,0.848159168442742,0.848159168442742,1462,0.00232401171545357,0.8484799474264909,0.05062247519667201,0.05062247519667201,1462,0.00013848193210943324,0.05055875652193038,0.05116260752277253,0.05116260752277253,1462,0.00013976641457901661,0.051027711824958896,0.05005574883781325,0.05005574883781325,1462,0.0001367695666694645,0.04993358422661944
30,0.05,5%,"45,90,180,360",293,5848,92,0.5017480029010296,42,0.5030416499459687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722792607802875,0.8163265306122449,0.8955223880597015,0.75,0.7421700223713645,0.8014615953736278,0.6896551724137931,0.9739696312364425,0.8536585365853658,0.875,0.8333333333333334,0.8214001591089897,0.8393821497009465,0.7446808510638298,0,1472,58,1472,68,1456,90,1448,77,0.826673761201648,0.826673761201648,200,0.01604452286316477,0.4344037592320383,0.07103071347123943,0.07103071347123943,36,0.00759685857597435,0.20568414230215779,0.04083473278930365,0.04083473278930365,27,0.005704620338335057,0.15445199219065375,0.06146079253780917,0.06146079253780917,30,0.007588583898140412,0.20546010627515016
30,0.1,10%,"45,90,180,360",585,5848,92,0.5017480029010296,49,0.5040722130498629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971252566735113,0.8082191780821918,0.8939393939393939,0.7375,0.7296700223713648,0.7928352222661116,0.6781609195402298,0.9739696312364425,0.8518518518518519,0.8846153846153846,0.8214285714285714,0.8106887146266621,0.8376045794804051,0.7419354838709677,0,1472,129,1472,133,1456,162,1448,161,0.7974285020086785,0.7974285020086785,298,0.01050845150033326,0.555488822819594,0.06874024393675515,0.06874024393675515,98,0.0027256233716016114,0.14407958376098856,0.06189332474214966,0.06189332474214966,93,0.0026955201450179897,0.1424882926085788,0.07193792931241684,0.07193792931241684,96,0.00298789003160965,0.15794330081083854
