forecast_lag_min,top_percent,top_percent_label,channel_name,channel_short_name,importance_total,importance_share_total,importance_mag,importance_phase,importance_share_mag,importance_share_phase,importance_total_norm_by_window_feature_count,importance_share_total_norm_by_window_feature_count,importance_mag_norm_by_window_feature_count,importance_phase_norm_by_window_feature_count,importance_share_mag_norm_by_window_feature_count,importance_share_phase_norm_by_window_feature_count,feature_count_total,feature_count_mag,feature_count_phase,unmatched_feature_count,val_css,test_css
30,0.05,5%,p7_flux_ic,p7,0.04083473278930365,0.04083473278930365,0.03805685105292531,0.002777881736378336,0.0392309693608973,0.09281772760727076,0.005704620338335057,0.15445199219065375,0.005005307503204381,0.0006993128351306758,0.1537845459068005,0.15940377386451096,27,25,2,0,0.6896551724137931,0.7446808510638298
30,0.05,5%,long,long_xray,0.06146079253780917,0.06146079253780917,0.057295556388052435,0.004165236149756743,0.05906322133823708,0.13917358298777635,0.007588583898140412,0.20546010627515016,0.005851676599530007,0.0017369072986104044,0.17978863997388,0.39591662606846734,30,27,3,0,0.6896551724137931,0.7446808510638298
30,0.1,10%,p3_flux_ic,p3,0.7974285020086785,0.7974285020086785,0.7668359973105919,0.030592504698086553,0.83767025673437,0.3617801819777492,0.01050845150033326,0.555488822819594,0.010088808252566146,0.00041964324776710727,0.6206847686865565,0.1575730713672511,298,251,47,0,0.6781609195402298,0.7419354838709677
30,0.1,10%,p5_flux_ic,p5,0.06874024393675515,0.06874024393675515,0.04669961555935624,0.022040628377398917,0.05101335760475259,0.26064758750459743,0.0027256233716016114,0.14407958376098856,0.0018077030756560822,0.0009179202959455297,0.11121370703840879,0.3446725786059709,98,64,34,0,0.6781609195402298,0.7419354838709677
30,0.1,10%,p7_flux_ic,p7,0.06189332474214966,0.06189332474214966,0.04416950021935437,0.01772382452279529,0.04824953017116836,0.20959802162258484,0.0026955201450179897,0.1424882926085788,0.001987707462560688,0.0007078126824573026,0.12228795668727416,0.26577865584861715,93,65,28,0,0.6781609195402298,0.7419354838709677
30,0.1,10%,long,long_xray,0.07193792931241684,0.07193792931241684,0.05773385725217389,0.014204072060242948,0.06306685548970899,0.16797420889506856,0.00298789003160965,0.15794330081083854,0.002370100247712701,0.0006177897838969494,0.14581356758776037,0.23197569417816083,96,69,27,0,0.6781609195402298,0.7419354838709677
30,0.15,15%,p3_flux_ic,p3,0.7810872213645182,0.781087221364518,0.7474802007672001,0.03360702059731797,0.8314548307691557,0.3327519230837664,0.00800971775571832,0.6006854071901524,0.007658573419119099,0.0003511443365992205,0.6748452965081101,0.1768399758199124,387,294,93,0,0.6704545454545454,0.7717391304347826
30,0.15,15%,p5_flux_ic,p5,0.0793043624754592,0.07930436247545919,0.05439107837321363,0.024913284102245588,0.060501568894715085,0.24667295844773665,0.001878165614406386,0.140852238651581,0.001268589220323173,0.0006095763940832129,0.11178341209066245,0.3069890741626845,165,91,74,0,0.6704545454545454,0.7717391304347826
30,0.15,15%,p7_flux_ic,p7,0.06787387097066212,0.06787387097066211,0.04150357060234154,0.0263703003683206,0.04616623187619799,0.26109925854467175,0.0016415632478075821,0.12310834389060882,0.0010261550886019953,0.0006154081592055873,0.09042100886597905,0.3099260123266771,166,99,67,0,0.6704545454545454,0.7717391304347826
30,0.15,15%,long,long_xray,0.0717345451893608,0.07173454518936079,0.05562792600121024,0.01610661918815055,0.06187736845993118,0.15947585992382518,0.0018048506029468823,0.13535401026765798,0.0013953179648282855,0.00040953263811859664,0.12295028253524846,0.20624493769072605,160,100,60,0,0.6704545454545454,0.7717391304347826
30,0.25,25%,p3_flux_ic,p3,0.7677624652620829,0.7677624652620829,0.72787114365102,0.03989132161106322,0.8338003543673991,0.313996468684586,0.005594755340894978,0.6481262283151243,0.005307633192828573,0.00028712214806640447,0.7380212034185514,0.199322292238044,551,372,179,0,0.6590909090909091,0.7717391304347826
