window_size,forecast_lag_min,input_start,input_end,max_available_coeffs,n_slices,channels,feature_block_size,model_name,baseline_total_features,baseline_cumimp95_features,baseline_cumimp95_fraction,baseline_cumimp95_reached,cumulative_importance_threshold,candidate_target_fraction,selected_feature_count,selected_feature_fraction,selected_equivalent_k,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
180,120,240,600,91,2,4,16,RandomForestClassifier,1456,1003,0.6888736263736264,0.9500023330251772,0.95,0.638874,931,0.6394230769230769,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9342915811088296,0.4838709677419355,0.6818181818181818,0.375,0.3593400447427293,0.45192375325314765,0.3191489361702128,0.928416485900217,0.547945205479452,0.6451612903225806,0.47619047619047616,0.44993749289692,0.5100325292279945,0.37735849056603776
180,120,240,600,91,2,4,16,RandomForestClassifier,1456,1003,0.6888736263736264,0.9500023330251772,0.95,0.688874,1004,0.6895604395604396,63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9332648870636551,0.4881889763779528,0.6595744680851063,0.3875,0.36960290827740483,0.45506033844617744,0.3229166666666667,0.9295010845986985,0.5578231292517006,0.6507936507936508,0.4880952380952381,0.46184225480168206,0.5203681472589036,0.3867924528301887
180,120,240,600,91,2,4,16,RandomForestClassifier,1456,1003,0.6888736263736264,0.9500023330251772,0.95,0.738874,1076,0.739010989010989,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9353182751540041,0.5116279069767442,0.673469387755102,0.4125,0.39460290827740474,0.4791266998285317,0.34375,0.928416485900217,0.547945205479452,0.6451612903225806,0.47619047619047616,0.44993749289692,0.5100325292279945,0.37735849056603776
180,120,240,600,91,2,4,16,RandomForestClassifier,1456,1003,0.6888736263736264,0.9500023330251772,0.95,0.788874,1149,0.7891483516483516,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9373716632443532,0.5196850393700787,0.7021276595744681,0.4125,0.39684004474272916,0.4885950868494896,0.35106382978723405,0.9316702819956616,0.5655172413793104,0.6721311475409836,0.4880952380952381,0.46422888964655074,0.5294470277539249,0.3942307692307692
90,5,355,715,46,4,4,32,RandomForestClassifier,1472,467,0.3172554347826087,0.9501044462217879,0.95,0.217255,320,0.21739130434782608,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887063655030801,0.9341317365269461,0.896551724137931,0.975,0.9649328859060402,0.9279672982022079,0.8764044943820225,0.9815618221258134,0.9005847953216374,0.8850574712643678,0.9166666666666666,0.9047334924423229,0.8904268556967688,0.8191489361702128
90,5,355,715,46,4,4,32,RandomForestClassifier,1472,467,0.3172554347826087,0.9501044462217879,0.95,0.267255,394,0.26766304347826086,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887063655030801,0.9341317365269461,0.896551724137931,0.975,0.9649328859060402,0.9279672982022079,0.8764044943820225,0.9859002169197397,0.9248554913294798,0.898876404494382,0.9523809523809523,0.9416410955790431,0.9170828894392407,0.8602150537634409
90,5,355,715,46,4,4,32,RandomForestClassifier,1472,467,0.3172554347826087,0.9501044462217879,0.95,0.317255,467,0.3172554347826087,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9876796714579056,0.9285714285714286,0.8863636363636364,0.975,0.963814317673378,0.9218465817909489,0.8666666666666667,0.9848156182212582,0.9186046511627907,0.8977272727272727,0.9404761904761905,0.9297363336742812,0.9102364394993046,0.8494623655913979
90,5,355,715,46,4,4,32,RandomForestClassifier,1472,467,0.3172554347826087,0.9501044462217879,0.95,0.367255,541,0.36752717391304346,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887063655030801,0.9341317365269461,0.896551724137931,0.975,0.9649328859060402,0.9279672982022079,0.8764044943820225,0.9837310195227765,0.9122807017543859,0.896551724137931,0.9285714285714286,0.9178315717695193,0.9033178138500901,0.8387096774193549
90,5,355,715,46,4,4,32,RandomForestClassifier,1472,467,0.3172554347826087,0.9501044462217879,0.95,0.417255,615,0.41779891304347827,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887063655030801,0.9341317365269461,0.896551724137931,0.975,0.9649328859060402,0.9279672982022079,0.8764044943820225,0.9837310195227765,0.9132947976878613,0.8876404494382022,0.9404761904761905,0.9285430162518469,0.9043264108914316,0.8404255319148937
90,15,345,705,46,4,4,32,RandomForestClassifier,1472,575,0.390625,0.9500876522279833,0.95,0.290625,428,0.2907608695652174,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722792607802875,0.8211920529801324,0.8732394366197183,0.775,0.7649328859060402,0.8062248552102215,0.6966292134831461,0.9772234273318872,0.8727272727272727,0.8888888888888888,0.8571428571428571,0.8464030003409477,0.8602243686923376,0.7741935483870968
90,15,345,705,46,4,4,32,RandomForestClassifier,1472,575,0.390625,0.9500876522279833,0.95,0.340625,502,0.34103260869565216,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722792607802875,0.8211920529801324,0.8732394366197183,0.775,0.7649328859060402,0.8062248552102215,0.6966292134831461,0.9772234273318872,0.874251497005988,0.8795180722891566,0.8690476190476191,0.8571144448232753,0.8617296293651361,0.776595744680851
90,15,345,705,46,4,4,32,RandomForestClassifier,1472,575,0.390625,0.9500876522279833,0.95,0.390625,575,0.390625,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973305954825462,0.8266666666666667,0.8857142857142857,0.775,0.7660514541387025,0.8122757598220904,0.7045454545454546,0.9761388286334056,0.8674698795180723,0.8780487804878049,0.8571428571428571,0.8452096829185134,0.8543611246733106,0.7659574468085106
90,15,345,705,46,4,4,32,RandomForestClassifier,1472,575,0.390625,0.9500876522279833,0.95,0.440625,649,0.44089673913043476,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722792607802875,0.8211920529801324,0.8732394366197183,0.775,0.7649328859060402,0.8062248552102215,0.6966292134831461,0.9772234273318872,0.874251497005988,0.8795180722891566,0.8690476190476191,0.8571144448232753,0.8617296293651361,0.776595744680851
