total_queries,counterfactuals_found,success_rate,mean_dice_proximity_loss,median_dice_proximity_loss,mean_dice_proximity_score,median_dice_proximity_score,mean_dice_sparsity_loss,median_dice_sparsity_loss,mean_dice_sparsity_score,median_dice_sparsity_score,mean_dice_plausibility_distance,median_dice_plausibility_distance,mean_dice_plausibility_score,median_dice_plausibility_score,mean_changed_feature_count,median_changed_feature_count,mean_changed_feature_fraction,median_changed_feature_fraction,mean_reconstruction_mse,median_reconstruction_mse,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance
100,100,1.0,0.1918144506557198,0.12641298219347816,0.8577332042529929,0.8877745706456805,0.07842105263157892,0.05263157894736842,0.921578947368421,0.9473684210526316,0.8845290502073033,0.7377190591078218,0.5768623772354144,0.57546724506413,1.49,1.0,0.07842105263157892,0.05263157894736842,15835.87824624019,31.797237654659636,0.8388354651362818,0.8936885558000476,10.0,11.697304229435058
