feature_index,feature_label,importance,label_source
26,internal_i26,0.03761196270846511,internal_index
15,internal_i15,0.03108951436385562,internal_index
36,internal_i36,0.030367326267958166,internal_index
33,internal_i33,0.029616838307225446,internal_index
72,internal_i72,0.028608215114459074,internal_index
39,internal_i39,0.027068091575868786,internal_index
57,internal_i57,0.025815540089253217,internal_index
78,internal_i78,0.025259384769845253,internal_index
54,internal_i54,0.025090827967663487,internal_index
75,internal_i75,0.025079113882106326,internal_index
42,internal_i42,0.02388129792733014,internal_index
45,internal_i45,0.022863297150820906,internal_index
3,internal_i3,0.022013163589626888,internal_index
9,internal_i9,0.021663725033740134,internal_index
66,internal_i66,0.0211481285426074,internal_index
20,internal_i20,0.01889701018702976,internal_index
0,internal_i0,0.018468536260416786,internal_index
59,internal_i59,0.017969910612151755,internal_index
6,internal_i6,0.017532540860047796,internal_index
51,internal_i51,0.017378599376805394,internal_index
50,internal_i50,0.0172476069414205,internal_index
18,internal_i18,0.01661273253707102,internal_index
11,internal_i11,0.016082654767414276,internal_index
68,internal_i68,0.015171112898796272,internal_index
74,internal_i74,0.014946354213865622,internal_index
63,internal_i63,0.014679767965382125,internal_index
12,internal_i12,0.013878299622393786,internal_index
48,internal_i48,0.013766026468313984,internal_index
35,internal_i35,0.013406833982184292,internal_index
27,internal_i27,0.013345833627849595,internal_index
56,internal_i56,0.012952414739459161,internal_index
14,internal_i14,0.012941955298366725,internal_index
77,internal_i77,0.01247804779567926,internal_index
21,internal_i21,0.012243122408811969,internal_index
5,internal_i5,0.01213718224356291,internal_index
65,internal_i65,0.01189150678031589,internal_index
62,internal_i62,0.011653586943773048,internal_index
69,internal_i69,0.011342518428048093,internal_index
29,internal_i29,0.010806420895287421,internal_index
24,internal_i24,0.010574762727471982,internal_index
2,internal_i2,0.010514359091501776,internal_index
41,internal_i41,0.010417033947023544,internal_index
32,internal_i32,0.009700612926040294,internal_index
23,internal_i23,0.009545781973136233,internal_index
8,internal_i8,0.009454859201999243,internal_index
44,internal_i44,0.009383589325689065,internal_index
30,internal_i30,0.008427722937185212,internal_index
60,internal_i60,0.008425454105550264,internal_index
53,internal_i53,0.00812575638528662,internal_index
17,internal_i17,0.007670028000514755,internal_index
71,internal_i71,0.006401273372878147,internal_index
22,internal_i22,0.005948972625038003,internal_index
80,internal_i80,0.0059340628321881365,internal_index
38,internal_i38,0.005588114273096912,internal_index
10,internal_i10,0.005197978553394163,internal_index
7,internal_i7,0.005144186521802404,internal_index
52,internal_i52,0.005133909700949305,internal_index
34,internal_i34,0.004812395708039685,internal_index
37,internal_i37,0.004708077436692937,internal_index
31,internal_i31,0.004692244908891003,internal_index
1,internal_i1,0.004651924597465974,internal_index
76,internal_i76,0.004531709382944913,internal_index
49,internal_i49,0.004326740746213139,internal_index
43,internal_i43,0.004244508389830623,internal_index
79,internal_i79,0.0038001697326930668,internal_index
19,internal_i19,0.0036277124121044907,internal_index
47,internal_i47,0.003627357636912884,internal_index
4,internal_i4,0.0035720005905444286,internal_index
73,internal_i73,0.0035563908527183976,internal_index
25,internal_i25,0.003500606732959704,internal_index
46,internal_i46,0.0034256330055443757,internal_index
16,internal_i16,0.0033569425799349355,internal_index
67,internal_i67,0.003339102438443262,internal_index
55,internal_i55,0.0031207621680064968,internal_index
58,internal_i58,0.0029626308734497244,internal_index
40,internal_i40,0.0028453926896225144,internal_index
64,internal_i64,0.002756056065559818,internal_index
61,internal_i61,0.002732813939783994,internal_index
28,internal_i28,0.0025080124992476957,internal_index
70,internal_i70,0.0024037891533422906,internal_index
13,internal_i13,0.0013459780800371324,internal_index
