forecast_lag_min,window_size,top_percent,top_percent_label,input_start,input_end,total_features,selected_feature_count,selected_feature_fraction,feature_count_cumimp_gt50,cumimp_reached_at_gt50,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
5,45,0.05,5%,355,715,1472,74,0.050271739130434784,15,0.5112525569030106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9784394250513347,0.8662420382165605,0.8831168831168831,0.85,0.8399328859060402,0.8545214014424103,0.8471957428965265,0.982646420824295,0.9036144578313253,0.9146341463414634,0.8928571428571429,0.8845039209001024,0.8940808179442259,0.8892794774834503
5,45,0.1,10%,355,715,1472,148,0.10054347826086957,21,0.506270999421136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9774127310061602,0.8571428571428571,0.8918918918918919,0.825,0.8160514541387025,0.8448999681519441,0.8303504366303046,0.9783080260303688,0.875,0.9210526315789473,0.8333333333333334,0.826173428798727,0.8631560199477559,0.8444622955398896
5,45,0.15,15%,355,715,1472,221,0.15013586956521738,27,0.503522455912489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9702258726899384,0.7943262411347518,0.9180327868852459,0.7,0.6944071588366891,0.7785912490005801,0.7352954080596464,0.9750542299349241,0.8516129032258064,0.9295774647887324,0.7857142857142857,0.7797476986021139,0.8380998915881571,0.8083974651522273
5,45,0.25,25%,355,715,1472,368,0.25,35,0.503469908663308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9691991786447639,0.7857142857142857,0.9166666666666666,0.6875,0.681907158836689,0.7694856421584096,0.7243740525514882,0.972885032537961,0.8344370860927153,0.9402985074626866,0.75,0.7452267303102627,0.8198740290389634,0.7816597993545581
5,45,0.5,50%,355,715,1472,736,0.5,59,0.5021263674129538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9589322381930184,0.6666666666666666,1.0,0.5,0.5,0.6473569876900797,0.5689274943655297,0.96529284164859,0.7714285714285715,0.9642857142857143,0.6428571428571429,0.6404705080122741,0.7534594558459791,0.6946715486129584
5,45,1.0,100%,355,715,1472,1472,1.0,96,0.5014171186306614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9496919917864476,0.5585585585585585,1.0,0.3875,0.38749999999999996,0.5373325319425325,0.4563073044864955,0.9468546637744034,0.6016260162601627,0.9487179487179487,0.44047619047619047,0.43808955563132157,0.577198794616954,0.5028566032624766
5,90,0.05,5%,355,715,1472,74,0.050271739130434784,13,0.5089529398785582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743326488706365,0.8366013071895425,0.8767123287671232,0.8,0.7899328859060404,0.8227053632537753,0.8061526045640689,0.9880694143167028,0.9316770186335404,0.974025974025974,0.8928571428571429,0.8904705080122741,0.9251546057001167,0.9076468981535044
5,90,0.1,10%,355,715,1472,148,0.10054347826086957,25,0.5068014402046241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9784394250513347,0.8609271523178808,0.9154929577464789,0.8125,0.8057885906040267,0.849285998496839,0.8272514537602829,0.9848156182212582,0.9113924050632911,0.972972972972973,0.8571428571428571,0.8547562222979883,0.9031250938128547,0.8786078724038341
5,90,0.15,15%,355,715,1472,221,0.15013586956521738,38,0.5044594702155943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763860369609856,0.8413793103448276,0.9384615384615385,0.7625,0.7580257270693513,0.828770159749293,0.7926090479658559,0.982646420824295,0.8974358974358975,0.9722222222222222,0.8333333333333334,0.8309466984884646,0.8880184611647538,0.859008735986811
5,90,0.25,25%,355,715,1472,368,0.25,48,0.5037680338613584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722792607802875,0.8085106382978723,0.9344262295081968,0.7125,0.7080257270693513,0.7938608180350228,0.7497158681001204,0.9815618221258134,0.8903225806451613,0.971830985915493,0.8214285714285714,0.8190419365837025,0.8803347024782031,0.8491354659649926
