forecast_lag_min,window_size,top_percent,top_percent_label,input_start,input_end,total_features,selected_feature_count,selected_feature_fraction,feature_count_cumimp_gt50,cumimp_reached_at_gt50,train_accuracy,train_f1,train_precision,train_recall,train_tss,train_hss,train_css,val_accuracy,val_f1,val_precision,val_recall,val_tss,val_hss,val_css,test_accuracy,test_f1,test_precision,test_recall,test_tss,test_hss,test_css
5,45,0.05,5%,355,715,1472,74,0.050271739130434784,11,0.533404892043123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866529774127311,0.9221556886227545,0.8850574712643678,0.9625,0.9513143176733783,0.9148704433298821,0.8555555555555555,0.9848156182212582,0.9186046511627907,0.8977272727272727,0.9404761904761905,0.9297363336742812,0.9102364394993046,0.8494623655913979
5,45,0.1,10%,355,715,1472,148,0.10054347826086957,12,0.5224835618565901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9835728952772074,0.9036144578313253,0.872093023255814,0.9375,0.9251957494407159,0.8946486033368487,0.8241758241758241,0.9804772234273319,0.8941176470588236,0.8837209302325582,0.9047619047619048,0.8928287305375611,0.8833665982627273,0.8085106382978723
5,45,0.15,15%,355,715,1472,221,0.15013586956521738,14,0.5205436673459533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845995893223819,0.9101796407185628,0.8735632183908046,0.95,0.9376957494407159,0.9017735884575563,0.8351648351648352,0.9804772234273319,0.8941176470588236,0.8837209302325582,0.9047619047619048,0.8928287305375611,0.8833665982627273,0.8085106382978723
5,45,0.25,25%,355,715,1472,368,0.25,17,0.5106837335384843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804928131416838,0.8862275449101796,0.8505747126436781,0.925,0.9104586129753915,0.8755798787129045,0.7956989247311828,0.9804772234273319,0.8941176470588236,0.8837209302325582,0.9047619047619048,0.8928287305375611,0.8833665982627273,0.8085106382978723
5,45,0.5,50%,355,715,1472,736,0.5,21,0.5149652987796818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804928131416838,0.8848484848484849,0.8588235294117647,0.9125,0.8990771812080536,0.8742029773638774,0.7934782608695652,0.9793926247288504,0.8888888888888888,0.8735632183908046,0.9047619047619048,0.8916354131151267,0.8775358975434475,0.8
5,45,1.0,100%,355,715,1472,1472,1.0,25,0.5028406960054774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9825462012320328,0.8957055214723927,0.8795180722891566,0.9125,0.901314317673378,0.8861852325373586,0.8111111111111111,0.982646420824295,0.9069767441860465,0.8863636363636364,0.9285714285714286,0.916638254347085,0.897413073713491,0.8297872340425532
5,90,0.05,5%,355,715,1472,74,0.050271739130434784,12,0.5207850670531684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897330595482546,0.9397590361445783,0.9069767441860465,0.975,0.9660514541387024,0.9341553770855304,0.8863636363636364,0.982646420824295,0.9069767441860465,0.8863636363636364,0.9285714285714286,0.916638254347085,0.897413073713491,0.8297872340425532
5,90,0.1,10%,355,715,1472,148,0.10054347826086957,15,0.5195928354658117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917864476386037,0.9512195121951219,0.9285714285714286,0.975,0.9682885906040268,0.9467381199759392,0.9069767441860465,0.9859002169197397,0.9248554913294798,0.898876404494382,0.9523809523809523,0.9416410955790431,0.9170828894392407,0.8602150537634409
5,90,0.15,15%,355,715,1472,221,0.15013586956521738,19,0.5140305414507498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887063655030801,0.9341317365269461,0.896551724137931,0.975,0.9649328859060402,0.9279672982022079,0.8764044943820225,0.9815618221258134,0.9005847953216374,0.8850574712643678,0.9166666666666666,0.9047334924423229,0.8904268556967688,0.8191489361702128
5,90,0.25,25%,355,715,1472,368,0.25,21,0.5131327637499927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897330595482546,0.9397590361445783,0.9069767441860465,0.975,0.9660514541387024,0.9341553770855304,0.8863636363636364,0.9859002169197397,0.9248554913294798,0.898876404494382,0.9523809523809523,0.9416410955790431,0.9170828894392407,0.8602150537634409
5,90,0.5,50%,355,715,1472,736,0.5,23,0.512072360152493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9876796714579056,0.9285714285714286,0.8863636363636364,0.975,0.963814317673378,0.9218465817909489,0.8666666666666667,0.9848156182212582,0.9195402298850575,0.8888888888888888,0.9523809523809523,0.9404477781566087,0.911168001761775,0.851063829787234
5,90,1.0,100%,355,715,1472,1472,1.0,28,0.5000557737225457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917864476386037,0.9512195121951219,0.9285714285714286,0.975,0.9682885906040268,0.9467381199759392,0.9069767441860465,0.982646420824295,0.9069767441860465,0.8863636363636364,0.9285714285714286,0.916638254347085,0.897413073713491,0.8297872340425532
5,180,0.05,5%,355,715,1456,73,0.05013736263736264,15,0.5042063482134237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856262833675564,0.9135802469135802,0.9024390243902439,0.925,0.9160514541387026,0.9057428042137861,0.8409090909090909,0.9783080260303688,0.8837209302325582,0.8636363636363636,0.9047619047619048,0.8904420956926924,0.8717663421418637,0.7916666666666666
5,180,0.1,10%,355,715,1456,146,0.10027472527472528,20,0.5152210774410317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856262833675564,0.9135802469135802,0.9024390243902439,0.925,0.9160514541387026,0.9057428042137861,0.8409090909090909,0.9837310195227765,0.9132947976878613,0.8876404494382022,0.9404761904761905,0.9285430162518469,0.9043264108914316,0.8404255319148937
5,180,0.15,15%,355,715,1456,219,0.1504120879120879,22,0.5090735738611404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856262833675564,0.9146341463414634,0.8928571428571429,0.9375,0.9274328859060401,0.9067917099578936,0.8426966292134831,0.9815618221258134,0.9028571428571428,0.8681318681318682,0.9404761904761905,0.9261563814069782,0.8926894058687407,0.8229166666666666
5,180,0.25,25%,355,715,1456,364,0.25,22,0.5106388747255568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845995893223819,0.9090909090909091,0.8823529411764706,0.9375,0.9263143176733781,0.9006865610767453,0.8333333333333334,0.9815618221258134,0.9017341040462428,0.8764044943820225,0.9285714285714286,0.9154449369246507,0.8915699323436225,0.8210526315789474
5,180,0.5,50%,355,715,1456,728,0.5,27,0.5050356385205919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845995893223819,0.9090909090909091,0.8823529411764706,0.9375,0.9263143176733781,0.9006865610767453,0.8333333333333334,0.9815618221258134,0.9017341040462428,0.8764044943820225,0.9285714285714286,0.9154449369246507,0.8915699323436225,0.8210526315789474
5,180,1.0,100%,355,715,1456,1456,1.0,35,0.5084560099456613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9835728952772074,0.9012345679012346,0.8902439024390244,0.9125,0.9024328859060402,0.8922774905300412,0.8202247191011236,0.9815618221258134,0.9017341040462428,0.8764044943820225,0.9285714285714286,0.9154449369246507,0.8915699323436225,0.8210526315789474
5,360,0.05,5%,355,715,1448,73,0.05041436464088398,11,0.5231199980995106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804928131416838,0.8774193548387097,0.9066666666666666,0.85,0.8421700223713646,0.8668345686119306,0.7816091954022989,0.982646420824295,0.9036144578313253,0.9146341463414634,0.8928571428571429,0.8845039209001024,0.8940808179442259,0.8241758241758241
5,360,0.1,10%,355,715,1448,145,0.10013812154696132,14,0.5134507332302536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804928131416838,0.8774193548387097,0.9066666666666666,0.85,0.8421700223713646,0.8668345686119306,0.7816091954022989,0.9815618221258134,0.896969696969697,0.9135802469135802,0.8809523809523809,0.8725991589953404,0.8868482984652257,0.8131868131868132
5,360,0.15,15%,355,715,1448,218,0.1505524861878453,21,0.5009915383989032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9815195071868583,0.8846153846153846,0.9078947368421053,0.8625,0.8546700223713648,0.8745779202197677,0.7931034482758621,0.9837310195227765,0.9101796407185628,0.9156626506024096,0.9047619047619048,0.8964086828048643,0.9012354495465258,0.8351648351648352
5,360,0.25,25%,355,715,1448,362,0.25,26,0.5097670184949226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9794661190965093,0.8734177215189873,0.8846153846153846,0.8625,0.8524328859060404,0.8622464854467796,0.7752808988764045,0.9848156182212582,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9083134447096262,0.908313444709626,0.8461538461538461
5,360,0.5,50%,355,715,1448,724,0.5,26,0.5056251595049646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9794661190965093,0.8734177215189873,0.8846153846153846,0.8625,0.8524328859060404,0.8622464854467796,0.7752808988764045,0.9848156182212582,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9083134447096262,0.908313444709626,0.8461538461538461
5,360,1.0,100%,355,715,1448,1448,1.0,34,0.5012434888304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9794661190965093,0.8734177215189873,0.8846153846153846,0.8625,0.8524328859060404,0.8622464854467796,0.7752808988764045,0.9848156182212582,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9083134447096262,0.908313444709626,0.8461538461538461
